artist_id,year_end_score,is_pop,year,artist_name,parent_genre
0aQ8Ow9YAkGxr5bbehjkcS,130,0,2014,The Lawrence Arms,Rock
5mscNJ6lE9Kj7tWv4iCk7y,129,0,2014,Within The Ruins,Rock
0T7J61YgErxSH8yuyggHJO,129,0,2014,Stoney LaRue,Rock
5RNFFojXkPRmlJZIwXeKQC,129,0,2014,Bryan Ferry,Rock
2D2svlzUpyTfcEEq0t3dgV,129,0,2014,Sebastian Bach,Rock
65ewrL6LvcNGMMRVlksNGS,128,0,2014,Dum Dum Girls,Rock
5o8Wylae9k23IEJMIiwd8s,128,0,2014,The Antlers,Avant-Garde & Experimental
0IF46mUS8NXjgHabxk2MCM,128,0,2014,Kelis,Pop
2CIMQHirSU0MQqyYHq0eOx,127,0,2014,deadmau5,Electronic
7vdTrczuBydSrfUcoruaeX,127,0,2014,Flying Colors,Rock
3ZJC8cLts8Q8s8JbNJKsLf,127,0,2014,The Format,Pop
4G0XDEk7RbA4BBCTs917U9,126,0,2014,Sun Kil Moon,Rock
01crEa9G3pNpXZ5m7wuHOk,126,0,2014,Red,Rock
2BL5VxhQadpc4v2VlZyKY5,126,0,2014,Kalin and Myles,Pop
0SbGI4sb8dAKFZnK7RFyhz,126,0,2014,Obituary,Rock
0qAmeOULjwn04k6jMMeDyr,126,0,2014,Mary Chapin Carpenter,Country & Folk
2eRJjYEaWyGZbOBGYFLBoC,126,0,2014,The Ready Set,Rock
7FDlvgcodNfC0IBdWevl4u,125,0,2014,James Vincent McMorrow,Pop
4vGrte8FDu062Ntj0RsPiZ,125,0,2014,Polyphia,Rock
3DFoVPonoAAt4EZ1FEI8ue,125,0,2014,Sir Sly,Electronic
6fcTRFpz0yH79qSKfof7lp,125,0,2014,Seven Lions,Electronic
2MRBDr0crHWE5JwPceFncq,124,0,2014,Juan Gabriel,Latin
3Zj2B8yAi8gHoR8vpsPatZ,124,0,2014,Gideon,Rock
0EyuKHE1AeE9lWUF8mzKVp,124,0,2014,Fuel,Rock
7GwxVVJFS0SwwzQmhfoTtl,123,0,2014,California Breed,Rock
7dFJWWaHc5Z8oQbIRgBcwQ,123,0,2014,Doe B,Hip Hop
5CCwRZC6euC8Odo6y9X8jr,123,0,2014,Rita Ora,Pop
3niqfoc7C6lIeCNVz8iZYE,122,0,2014,Framing Hanley,Rock
5dLBN2tOGTJwWb5oj3QQ9v,122,0,2014,For All Those Sleeping,Rock
2zwHaEmXxX6DTv4i8ajNCM,121,0,2014,Kris Allen,Pop
59YfPxuxGghrdPumu6aFKI,121,0,2014,Goatwhore,Rock
2gaWNB3YrlTc0KRlHNqhol,120,0,2014,Paul Rodgers,Blues & Soul
0hK26QoGcuKV3lH0x9MvUU,119,0,2014,The Colourist,Pop
2ueoLVCXQ948OfhVvAy3Nn,118,0,2014,Perfume Genius,Avant-Garde & Experimental
4a9KWc1l3Ci1zBsmfpkmNA,118,0,2014,New Hope Oahu,Christian
55LHFEtIplWhsfyWZUwkf4,118,0,2014,Foxygen,Rock
4sD9znwiVFx9cgRPZ42aQ1,118,0,2014,Sinéad O'Connor,Country & Folk
4WQ8grqJHB2Y0IDjpro1FE,118,0,2014,Brian Culbertson,Jazz
3YHpeM8l5FGcYTb1EfXmzB,118,0,2014,James Durbin,Pop
1O10apSOoAPjOu6UhUNmeI,117,0,2014,SBTRKT,Electronic
5xQdu6vJP6leBN2eZTxIci,117,0,2014,Heffron Drive,Pop
2ISIE0MEDMdAF2LDMLrVD4,117,0,2014,Da' T.R.U.T.H.,Christian
05C3EDw4Rf0qMhrdjFKncL,117,0,2014,Fucked Up,Rock
320TrJub4arztwXRm7kqVO,117,0,2014,Dr. John,Blues & Soul
6vXTefBL93Dj5IqAWq6OTv,117,0,2014,French Montana,Hip Hop
2SdOKxC1sSxEyv8JYERaNe,116,0,2014,RuPaul,Pop
1GLtl8uqKmnyCWxHmw9tL4,116,0,2014,The Kooks,Rock
7eJoJ37qDqiVGCXOYbzPyp,116,0,2014,Trigger Hippy,Country & Folk
2qQeKHrQJHLLbvDAOSO874,116,0,2014,Winger,Rock
4cEwEednPwWCdYT7ZhROZe,116,0,2014,Marc Broussard,Pop
2Fjvft2Z56VrVjmYE5TkEi,115,0,2014,Bane,Rock
