artist_id,artist_name,followers,popularity,artist_type,genres,main_genre
1z1ctFe6fCr5aZnCGKt6rN,Slaine,31721,52,singer,"['boston hip hop', 'underground rap']","Hip Hop"
1z1i99yKa5pHTDHS5Mi8Gt,The Choir,16,4,-,[],"Unknown"
1z26dqCz3PySR4G7HWsn93,Over The Rhine,21619,38,-,"['ectofolk', 'folk', 'folk-pop', 'indie folk', 'lilith']","Avant-Garde & Experimental"
1Z2KInfSmPOzAIYyiaXeti,Youth Lagoon,176214,52,-,"['chamber pop', 'chillwave', 'dream pop', 'idaho indie', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']","Pop"
1Z4J5sccklnnhIYLXoW2rF,The Firesign Theatre,2815,18,band,[],"Unknown"
1z4MOvDCbCQ0ZFqnSkVSUC,Stephen Lynch,85116,51,-,"['comedy', 'comic']","Other"
1z53qNFpD23ucu5R20Q9Cq,The Swingin' Medallions,160,10,band,[],"Unknown"
1z5pJz058rKSFj99anP0Q6,Grandmaster Slice,198,17,-,['kids dance party'],"Electronic"
1Z5T0Jd16A4pIkNAqehTN6,The Reverse Engineers,39,0,-,[],"Unknown"
1z7b1Pr1rSlvWRzsW3HOrS,Russ,2591590,85,singer,"['hawaiian hip hop', 'pop', 'rap']","Hip Hop"
1Z8ODXyhEBi3WynYw0Rya6,De La Soul,443365,63,band,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap']","Hip Hop"
1zA7kwOL2zemXsmRr2xqjP,MEYTAL,14599,34,-,[],"Unknown"
1ZAjh4Tv3zQYCnA7AdRJ9P,Otto Dobrindt Piano Symphonists,1,7,-,[],"Unknown"
1ZAPHENUWTIXHZP5RjlPPB,Millions Like Us,1063,15,-,[],"Unknown"
1Zatb2YN4erBOoSivOXc0o,O.T. Genasis,659525,66,rapper,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'viral trap']","Hip Hop"
1ZbmerOthZbxz5eR3c9Mn1,Icewear Vezzo,23403,48,-,['detroit trap'],"Hip Hop"
1zDYVOBJPToNWyPKFEyIKh,Juanita Bynum & Jonathan Butler,256,7,-,[],"Unknown"
1Zgn8DDi8ema6uKufbQOdG,Brian Casey,1844,53,-,[],"R&B & Funk"
1zgNpeHQe8GulzfVkYP2VK,The Trammps,98658,57,band,"['disco', 'motown', 'philly soul', 'post-disco']","Electronic"
1zhIzONVRlTfD1VQRauHMl,Chris Cagle,480967,61,singer,"['contemporary country', 'country', 'country road', 'modern country rock']","Country & Folk"
1zHPRenzLeI2vhT7nlR6Mq,Yellowjackets,44968,42,-,"['jazz electric bass', 'jazz funk', 'jazz fusion', 'smooth jazz']","Jazz"
1zHtGTvpPCwu2WcSzx1DeW,The Love Bus,14,2,-,[],"Unknown"
1zIiPjzcnAXkhlVUpL3A5A,The Chimes,1912,28,-,[],"Unknown"
1ZikppG9dPedbIgMfnfx8k,Ike & Tina Turner,120055,60,duo,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']","Pop"
1ZIMtrSe8sINPurERT4tRa,Karla Bonoff,13053,41,singer,"['folk', 'mellow gold', 'singer-songwriter', 'soft rock']","Country & Folk"
1ZjAT2nTrzDIXFfsQ2hWJk,Adelitas Way,190282,61,band,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']","Metal"
1zJBFCev9UwOMcrZsLi2od,Lou Rawls,73588,53,singer,"['adult standards', 'classic soul', 'disco', 'motown', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz']","Jazz"
1zK07BWbFrx6yqTFz84eH4,Phyllis Nelson,1209,31,singer,[],"Unknown"
1zK4ACgLi1lVPpfmmcwOTh,DC Talk,137865,49,band,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']","Christian"
1zKp43H1kLHOTkJAeyTIkf,Delegation,27892,51,-,"['disco', 'funk', 'post-disco']","Electronic"
1ZKqrja0WvbSssYNFO3lzs,New Boyz,266790,58,rapper,"['dance pop', 'pop rap', 'southern hip hop']","Pop"
1ZlFYysRdc6YaUH5FkxPl8,The Swingle Singers,15401,35,band,"['a cappella', 'french jazz']","Other"
1Zn69emN3uZsF6YwCrkgYp,Trent Tomlinson,100230,56,-,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']","Country & Folk"
1znlOXPazXVYQkl8LWxkiF,Movie Soundtrack All Stars,7656,37,-,[],"Unknown"
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,4324908,86,singer,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']","Pop"
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,483032,89,singer,['trap music'],"Hip Hop"
1ZoVbcOhPwvtwiBJ0xP3ge,Tony Osborne,135,8,-,[],"Unknown"
1Zp054Jc86WVKCxKEqZGOA,Jack Garratt,310547,57,singer,"['indie r&b', 'uk pop']","R&B & Funk"
1Zq8pfBl4ejCMrWdeAdphc,Eddie Murphy,47886,54,singer,['comedy'],"Other"
1Zr6fB2AUSdHQ4Dg17bKLQ,Frukwan,237,26,band,[],"Unknown"
1zrMGaRSRvx67vF4xzvUcu,C-Bo,76980,45,rapper,"['cali rap', 'dirty south rap', 'g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']","Hip Hop"
1zRwW2z5JOtEgK5OESwlgx,Chris Lord-Alge,233,43,-,[],"Unknown"
1ZsnHGOLYFg8CAHQQBc1ut,Richard Hawley,82957,53,singer,"['british singer-songwriter', 'britpop', 'chamber pop', 'chamber psych', 'folk-pop', 'singer-songwriter']","Country & Folk"
1ZTCpKWDwHhbjhkdHhvTm8,Tina Arena,64554,52,singer,"['australian dance', 'australian pop', 'french pop']","Electronic"
1zTUYXZHltJuaK4ONIzKDu,Pablo Flores,130,44,DJ,[],"Unknown"
1zTX97VUDflM7PnIGjg1u8,Baba B,3767,26,-,['jawaiian'],"Reggae"
1ZudFjW5ARjLg4stIss1Ct,Michael Parks,289,9,singer,[],"Unknown"
1zuG3w1Zgeou53fb3Vu3bO,Outasight,59980,47,singer,"['indie pop rap', 'soul flow']","Hip Hop"
1zuJe6b1roixEKMOtyrEak,Tina Turner,1364949,72,singer,"['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']","Electronic"
1ZwdS5xdxEREPySFridCfh,2Pac,6761285,82,rapper,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']","Hip Hop"
1ZWqPynUpS5f0jNEGw6dYu,Johnny and the Expressions,13,10,band,[],"Unknown"
1zxDewzd2j1ZdSBGaYcr0y,The Outfield,247142,67,band,"['album rock', 'mellow gold', 'new wave pop', 'power pop', 'rock', 'soft rock']","Rock"
1zz23WnAkCBMIhBJNGuJjq,Hardtimes,10,0,-,[],"Unknown"
1Zz5UxfKSSqc6hpa3xJPCw,J-Kwon,107461,58,rapper,"['dirty south rap', 'pop rap', 'southern hip hop']","Hip Hop"
2029eJThczywCgnjE33s33,2 In A Room,1357,28,band,"['hip house', 'vogue']","Hip Hop"
20apXQGKM00jJTvYfyKwlb,Maino,122223,55,-,"['pop rap', 'rap', 'trap music']","Hip Hop"
20B6eaXUEN0NOvJqdebu7L,Colonel Abrams,11184,36,singer,"['chicago house', 'post-disco']","Electronic"
20GkA5r78JwVBtZ4tNtriJ,Paul Thorn,12095,38,singer,"['outlaw country', 'texas country']","Country & Folk"
20glYyFoaJXtPUFDfy8ppZ,Trez,66,14,singer,[],"Unknown"
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,7749228,88,band,"['baroque pop', 'emo', 'modern rock', 'pop punk']","Pop"
20kRNjGAzhnBIflemL8JfY,Romeo Void,19790,37,band,"['dance rock', 'new romantic', 'new wave', 'new wave pop']","Electronic"
20ldWECcOHmOWwKwAwvn4y,Gillette,4297,43,-,[],"Unknown"
20N6dS0vq9kMWXUqEkFrBA,Mark Curry,748,53,-,[],"Unknown"
20oQv3LStCKCjI9oQ0JNha,Less Than Jake,214134,61,band,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']","Rock"
20oZGZ1A9cCSkDtifcp3ka,Brenda Lee Eager,175,26,singer,[],"R&B & Funk"
20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,345111,63,band,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","Electronic"
20qISvAhX20dpIbOOzGK3q,Nas,1651979,77,rapper,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']","Hip Hop"
20s0P9QLxGqKuCsGwFsp7w,Mario,1521965,72,rapper,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']","Pop"
20sxb77xiYeusSH8cVdatc,Meek Mill,3440813,88,rapper,"['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']","Hip Hop"
20v3nhzoeaO2WvDSCdY0f4,First Choice,16436,38,-,"['chicago house', 'deep disco', 'disco', 'philly soul', 'post-disco']","Electronic"
20VtqNfLGmw8DoFlHlakh5,Vitamin Z,1060,23,band,"['deep new wave', 'synthpop']","Electronic"
20vuBdFblWUo2FCOvUzusB,David Byrne,170881,57,singer,"['art pop', 'art rock', 'dance rock', 'permanent wave']","Avant-Garde & Experimental"
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,1488041,82,singer,"['canadian contemporary r&b', 'pop']","R&B & Funk"
20YJEBSWm14EDzjbXNcwDA,Emily West,6275,25,-,"['country dawn', 'deep talent show', 'modern country rock']","Country & Folk"
20ZzK04IeD9EcQE12i2uRa,"Kevin \K.D.\"" Davis""",92,51,-,[],"Unknown"
213mmq3zkNWx7CtfzftTC5,Skeletonwitch,52487,43,band,"['black thrash', 'death metal', 'groove metal', 'melodic thrash', 'metal', 'speed metal']","Rock"
21451j1KhjAiaYKflxBjr1,Zion & Lennox,3654776,85,singer,"['latin', 'latin hip hop', 'latin pop', 'pop', 'reggaeton', 'reggaeton flow', 'tropical']","Latin"
218kRJZ7FJs0hWIk8Ynzhz,Charlie Rich,86901,53,singer,"['arkansas country', 'country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'rockabilly', 'traditional country']","Country & Folk"
21ALJSG7U07dShegeJQ2xA,TRUSTcompany,62559,49,band,"['alabama metal', 'alternative metal', 'nu metal', 'post-grunge', 'rap rock']","Metal"
21DDunKoUpOWBax5LIULe5,Tim Lever,5,23,-,[],"Unknown"
21dooacK2WGBB5amYvKyfM,Smokepurpp,1638503,77,rapper,"['miami hip hop', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']","Hip Hop"
21E3waRsmPlU7jZsS13rcj,Ne-Yo,4720693,81,singer,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']","Pop"
21egYD1eInY6bGFcniCRT1,First Aid Kit,847769,68,duo,"['folk-pop', 'indie folk', 'indie pop', 'stomp and holler', 'swedish americana']","Pop"
21gGD9dUby5ls0belA1wqZ,H-Town,394789,51,band,"['boy band', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']","Pop"
21gKz1c47RLeSAPMWrWC7t,Karaoke - Brian McComas,2,0,-,[],"Other"
21J3YJTyq1biE3SvSNjzuf,Capleton,149097,60,-,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']","Electronic"
21KpdYIquYJUEiEcPO2cnI,Holland,1498,22,-,[],"Unknown"
21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis,166589,58,-,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']","Jazz"
21lH0EoFGV5oUmyCZuz7jg,Sundy Best,13621,41,duo,['kentucky indie'],"Rock"
21llKqnS025UdaAMslJS4J,Billy Stewart,41606,49,-,"['chicago soul', 'classic soul', 'motown', 'soul']","Blues & Soul"
21llRsWqYgA9Eqdl6mlqEO,Country X,2,0,-,[],"Unknown"
21mKp7DqtSNHhCAU2ugvUw,ODESZA,999896,76,duo,"['chillwave', 'ninja', 'tropical house']","Electronic"
21ND47q78JLAfDR1qpKQmj,Orchestra,9061,49,-,[],"Unknown"
21O7WwRkik43ErKppxDKJq,Lil Wyte,273866,59,rapper,"['country rap', 'crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'redneck', 'southern hip hop', 'trap music']","Hip Hop"
21t0aavYGSGFkYYFhu6urk,The California Honeydrops,44214,54,band,"['bay area indie', 'deep new americana', 'funk', 'modern blues', 'new americana']","Rock"
21TinSsF5ytwsfdyz5VSVS,dodie,531224,69,-,"['pop', 'uk pop']","Pop"
21Uejbf0dmBe3tEOUhWWt0,David Arkenstone,29252,52,-,"['healing', 'new age', 'video game music']","Other"
21UJ7PRWb3Etgsu99f8yo8,Stereophonics,808447,69,band,"['britpop', 'indie rock', 'modern rock', 'neo mellow', 'pop rock', 'rock', 'welsh rock']","Pop"
21VBNkZvKxrI9zmfFRxXvn,8-Bit Arcade,21004,46,-,"['8-bit', 'scorecore']","Electronic"
21WS9wngs9AqFckK7yYJPM,PnB Rock,2036298,85,singer,"['pop', 'pop rap', 'rap', 'trap music']","Pop"
21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,510526,62,-,"['album rock', 'blues-rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']","Rock"
221iMiF62DFPnVuCLJakP1,Diana King,24723,50,-,['reggae fusion'],"Reggae"
22282KfMxDo2PMjnBc82I4,Biz Markie,157344,57,rapper,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']","Hip Hop"
225KuzHvnhGPYfqyGZnPaF,Choristers Of Liverpool Cathedral,10,13,-,[],"Unknown"
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,7241854,84,band,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']","Rock"
22DpF66KIdKHmy1IvzEZXc,Joy Corporation,47281,59,-,['brazilian edm'],"Electronic"
22Fg6dE7cFJm88AiUzGHAa,Casey Weston,1792,9,singer,['deep talent show'],"Other"
22GqSB0X7gS2be4poGRwr0,Ajay Ideaz,1191,27,-,[],"Unknown"
22i8GlNyvBRj7b93jmXWT7,Linear,7255,37,-,['freestyle'],"Electronic"
22iNiLtvlzsvUw9KDiROnl,David Pack,5104,39,-,"['deep soft rock', 'yacht rock']","Rock"
22JdJVovP3pV9XkGTih01c,Game of Thrones,30873,66,-,['soundtrack'],"Other"
22JNV0JWTJkY1qzKJhxdRe,Travis Greene,126315,57,-,"['gospel', 'naija worship', 'praise']","Christian"
22ojy4H4ZVpowC4lRRC8In,Destroyer,98972,53,-,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'chamber pop', 'chillwave', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'new rave', 'noise pop', 'preverb', 'singer-songwriter', 'slow core', 'stomp and holler', 'vancouver indie']","Electronic"
22p5npx84cXYat7kgGocRZ,Fun Factory,22138,43,band,"['bubblegum dance', 'eurodance', 'europop', 'hip house']","Electronic"
22qf8cJRzBjIWb2Jc4JeOr,Tash,2367,48,-,[],"Unknown"
22TEmHXBBLjTec2LOAuMdS,L.A. Guns,187272,49,band,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']","Rock"
22vadBKWnw6sLJPML2MdKi,Rossington Collins Band,20096,30,band,['southern rock'],"Rock"
22WwE0lMmGx4AJeyUfT7rh,Brokencyde,61888,41,band,"['crunk', 'electropowerpop', 'screamo']","Hip Hop"
22WZ7M8sxp5THdruNY3gXt,The Doors,4191085,78,band,"['album rock', 'classic rock', 'piano rock', 'psychedelic rock', 'rock']","Rock"
22xemK8mgxv9dkSKTw6T0G,ZOEgirl,22221,28,band,"['christian alternative rock', 'christian music']","Christian"
22YfSnC7DONMECgXR3kRvl,Relaxing Guitar Music,224,14,-,[],"Unknown"
22Zqu1yyebVnbve8FxbJ2g,Rednex,56925,61,band,"['bubblegum dance', 'eurodance', 'europop', 'hip house']","Electronic"
2322gLwXvyJa6PejhOWQEH,The Honeycombs,16253,34,band,"['british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll']","Rock"
23a7RRnIpe5rS97rEU0MzC,John Baldry,226,23,singer,[],"Unknown"
23apFYuBTpFemqLDn8ViLW,Cisco Adler,12063,57,-,['indie pop rap'],"Hip Hop"
23C7hNBr8GRdsk3VoTSZXh,T.G. Sheppard,57188,45,-,"['country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']","Country & Folk"
23CvqcFwWk2RaiUSgNG3ZW,LÃ¸kken Musikkorps,0,1,-,[],"Unknown"
23fqKkggKUBHNkbKtXEls4,Kygo,5354354,90,DJ,"['edm', 'pop', 'tropical house']","Electronic"
23FYYNa8Uy5MFu0RDqu1db,Odds & Ends,53,4,singer,[],"Unknown"
23GI7DP5IX2V0BABhOMXgw,The Apex Theory,2831,23,band,"['alternative metal', 'grunge pop']","Metal"
23H1ellgs9wxOBx2V0fkao,K7,13800,45,-,"['freestyle', 'hip house']","Electronic"
23haIv2PI4w3c3qX3Nx2A2,Def Jef,4370,34,rapper,[],"Unknown"
23kP8xlQifcAV4nd84iHbW,Trey Lorenz,2961,53,singer,['new jack swing'],"R&B & Funk"
23LbwefIODbyGdRbAz3urj,Yung Joc,363343,68,rapper,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']","Hip Hop"
23MPAWNQLgjmhquLiZ6tWg,Katt Williams,46571,49,singer,['comedy'],"Other"
23NIwARd4vPbxt3wwNnJ6k,Parquet Courts,157091,60,band,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'preverb']","Rock"
23OFz99wX0NDBBwrxthLWU,The Lacs,289228,65,duo,"['country rap', 'redneck']","Hip Hop"
23OknxGcY1i5xX1TRPilMj,Grace Potter & The Nocturnals,109782,48,band,"['folk-pop', 'modern blues rock']","Pop"
23rBupd4zSysh9lAzsSFb0,Madsonik,2305,54,DJ,[],"Unknown"
23rleGXVOVVgTk3xgtmfE4,Gordon Lightfoot,286732,62,singer,"['album rock', 'canadian country', 'canadian folk', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","Rock"
23ukNzhMiRiYgORi3n3RJq,Trevor Rabin,18712,48,singer,"['classic soundtrack', 'epicore', 'scorecore', 'soundtrack']","Classical"
23Ul4QNOkm2gasKycag0UK,O.G.L.B.,142,52,-,[],"Unknown"
23wEWD21D4TPYiJugoXmYb,ThalÃ­a,2144548,75,singer,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']","Pop"
23wr9RJZg0PmYvVFyNkQ4j,Gary Moore,278404,61,singer,"['album rock', 'blues-rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']","Rock"
23xTTTcfVHvWRIPiDAOAE4,Bizzy Bone,134434,44,band,"['chicano rap', 'gangster rap']","Hip Hop"
23ytwhG1pzX6DIVWRWvW1r,TesseracT,162807,54,-,"['alternative metal', 'djent', 'jazz metal', 'progressive metal']","Metal"
23zg3TcAtWQy7J6upgbUnj,Usher,7094201,82,singer,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']","Hip Hop"
23zijH6m9I846Pnj5t7nCN,T.W.D.Y.,310,20,-,[],"Unknown"
242iqFnwNhlidVBMI9GYKp,The Verve Pipe,166593,53,band,"['pop rock', 'post-grunge']","Rock"
244fcyNSuyhbRlMGfMbYrO,Badly Drawn Boy,72409,50,singer,"['britpop', 'folk-pop', 'melancholia', 'pop rock']","Pop"
246dkjvS1zLTtiykXe5h60,Post Malone,16737002,96,rapper,"['dfw rap', 'pop', 'rap']","Hip Hop"
24C4CBrPP5KOOIl31D68kd,La'Porsha Renae,18288,35,singer,[],"Unknown"
24DinDXSaOyHPz3JhdL9Qb,Kano,3603,37,-,"['italian disco', 'post-disco']","Electronic"
24DQLSng7bKZD4GXLIaQbv,Percy Faith & His Orchestra,24022,50,band,"['adult standards', 'easy listening', 'lounge']","Jazz"
24dYJ8P3YuFihvMcElFUWh,Pedro FernÃ¡ndez,667147,62,singer,"['bolero', 'cumbia', 'grupera', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']","Latin"
24eDfi2MSYo3A87hCcgpIL,Ludwig Goransson,15063,58,-,"['nordic soundtrack', 'soundtrack']","Country & Folk"
24FryrwrbjmT9eFYQ7GtKL,Notorious,256,12,rapper,['paracana'],"Latin"
24GaH9tRBgZjlvOhpFuKi2,"Blood, Sweat & Tears",227955,52,band,"['album rock', 'art rock', 'blues-rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']","Rock"
24hJWbo98sH84tb0nkeaqy,Michael McDonald,201373,60,singer,"['mellow gold', 'quiet storm', 'soft rock', 'yacht rock']","Rock"
24iqotHcgFtCZ7fJT8dG0H,Gary Lionelli,222,25,-,[],"Unknown"
24nRnT5RY9FRzNRXO66tJR,D-Block,53100,30,-,['battle rap'],"Hip Hop"
24oWuzi9YOuHwjX6WTTCob,Before Dark,1608,12,-,[],"R&B & Funk"
24PJqH46WhB0pUB7NlsFna,Knoc-Turn'al,8305,55,-,"['g funk', 'west coast rap']","Hip Hop"
24qtJegdRiX2TPRvPN6rzk,Johnny Adams,3118,25,-,"['louisiana blues', 'memphis blues', 'new orleans blues', 'soul blues', 'southern soul']","Blues & Soul"
24u2lWQYyTWB7VUTnwEavi,Rita Hayworth,10315,26,-,['vintage hollywood'],"Other"
24uSD486ywQ4VJ2OMDXv8y,Motherlode,389,16,-,[],"Unknown"
24VF2kZrBFn1WvJ5oF1SRf,Chad Brock,17961,37,singer,"['country', 'country road']","Country & Folk"
24Wa5wIZIo1sPkzVGP0B5p,Pete Townshend,149134,51,band,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'power pop', 'protopunk', 'pub rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']","Rock"
24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,609706,67,band,"['emo', 'modern rock', 'pop punk', 'pop rock', 'screamo']","Rock"
25FIeQrCQgGCv2JzuzwzNx,Pozo Seco Singers,826,29,band,['american folk revival'],"Country & Folk"
25fqWEebq6PoiGQIHIrdtv,Baauer,144292,63,-,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'vapor twitch']","Hip Hop"
25hbSOMmbhgqvonjC876UJ,Aer,116191,57,-,"['indie pop rap', 'pop rap']","Hip Hop"
25I2oawxfJ1wESUd7Vbfpb,Beau Coup,394,8,band,[],"Rock"
25IG9fa7cbdmCIy3OnuH57,Dixie Chicks,795172,74,band,"['contemporary country', 'country', 'country dawn']","Country & Folk"
25J2zw5Yzn51UowSvGjUyJ,The Reddings,1960,17,-,"['funk', 'post-disco']","R&B & Funk"
25JN9vPFGeYAhoaYyVGuwC,Tony Lucca,9822,40,-,"['acoustic pop', 'neo mellow']","Pop"
25Kfw0CRHgjl9oCgMfEYz7,Sara Groves,38469,45,singer,"['ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'worship']","Christian"
25KNo5GDS6ZpLkjasaecA3,Thievery Corporation,463095,65,duo,"['acid jazz', 'downtempo', 'electronic', 'livetronica', 'nu jazz', 'trip hop']","Jazz"
25ktaHYGJADkZKne81IUkx,Zane,22,5,-,[],"Unknown"
25Kw8f1zcn9VtUk5Nl3qrp,Lasgo,56657,54,band,"['belgian dance', 'belgian pop', 'eurodance', 'europop']","Electronic"
25Maank76ry2Tmbi2Ql1SF,The Interrupters,131254,60,band,"['punk', 'ska', 'ska punk', 'skate punk']","Rock"
25mFVpuABa9GkGcj9eOPce,Armin van Buuren ASOT Radio,85401,29,-,[],"Electronic"
25mrbNwFzoqPWyYXLhiDRw,Alexi Murdoch,174640,59,-,"['acoustic pop', 'british singer-songwriter', 'chamber pop', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']","Pop"
25naJrFZN5yogpY4K3bV0f,Bobby Pinson,2102,23,-,"['country road', 'modern country rock']","Country & Folk"
25NQNriVT2YbSW80ILRWJa,Faith Hill,912336,68,singer,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']","Country & Folk"
25oLRSUjJk4YHNUsQXk7Ut,GRiZ,236654,66,-,"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']","Electronic"
25OmJT7WLjsBQgp4jy16zu,Couchois,54,2,-,[],"Unknown"
25pr3OydT7O7v6ZOzSXrsE,Little Village,2863,21,-,[],"Unknown"
25pwh5JrKHzLv2FTPSvoqa,Vicki Sue Robinson,5875,41,singer,['disco'],"Electronic"
25s8YpOLWqI2SgTlvapJyQ,Larry Coryell,14339,35,-,"['jazz electric bass', 'jazz funk', 'jazz fusion', 'jazz guitar']","Jazz"
25TKXk9zo9yk0HMJQ3TuE9,Kurtis Blow,96216,44,singer,"['east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop', 'rap']","Hip Hop"
25tu0d8Po5c4IVXsZnXUU8,Gina G,9490,49,singer,"['bubblegum dance', 'eurodance', 'europop', 'hip house']","Electronic"
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1409316,77,band,"['danish pop', 'pop', 'scandipop']","Pop"
25uGmqV7NJt81bSYlEMKB0,Herman Brood & His Wild Romance,15145,42,band,"['dutch indie', 'dutch rock', 'nederpop']","Rock"
25uiPmTg16RbhZWAqwLBy5,Charli XCX,1742146,82,singer,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']","Pop"
25VSFgiz95XMZ5O7MmIxs1,The Badlees,715,15,band,[],"Unknown"
25xjytYjVKPvHiDIgrFodf,Future Leaders of the World,6130,38,band,"['alternative metal', 'post-grunge']","Metal"
25zqla6idSsT665Ngya2Sb,The Notorious Cherry Bombs,467,23,band,[],"Unknown"
264nbMzGPSkDZqTY8nXwCG,Tommy Torres,533017,70,singer,"['latin', 'latin pop', 'tropical']","Latin"
264yYi3dCLl5QehppPVZdK,Genya Ravan,555,19,singer,[],"Unknown"
266j9hfnayXOZhRRi0sTOu,Jeff Bridges,14335,34,singer,[],"Unknown"
266SmBZTt4zRzaKEANWbfQ,Adina Howard,171089,50,singer,"['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']","Pop"
267VY6GX5LyU5c9M85ECZQ,Dinosaur Jr.,266512,57,band,"['alternative pop', 'alternative rock', 'dream pop', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']","Pop"
268KnHQWmmgiX2O8bxoknW,Jessie Morales El Original De La Sierra,18619,40,-,['deep regional mexican'],"Latin"
269r7gpyiINrCfgPHhfx33,Bama Boyz,27,16,singer,[],"Hip Hop"
26AHtbjWKiwYzsoGoUZq53,Pentatonix,2334119,73,band,['a cappella'],"Other"
26bcq2nyj5GB7uRr558iQg,Survivor,453698,71,-,"['album rock', 'hard rock', 'rock', 'soft rock']","Rock"
