album_id,album_name,popularity,total_tracks,album_type,artist_id
30bTXMxsMsYn7QbwmDW3rj,Allelujah! Don't Bend! Ascend!,36,4,album,4svpOyfmQKuWpHLjgy4cdK
30bx3190mYL3J3zz5HnDEg,Earth & Sun & Moon,35,11,album,72KyoXzp0NOQij6OcmZUxk
30cPZtKkZncAp3u6PM9mlU,Kings & Queens of the Underground,46,11,album,7lzordPuZEXxwt9aoVZYmG
30d7V4RNedkFaU1owOld30,I Think I Love You,9,18,album,1s8NQxAEct8j8JZT05CIUu
30DhSd45CPtwx14Kw6SpfL,Borderline,37,11,album,0XKOBt59crntr7HQXXO8Yz
30e975KLKr2LEHrgFY78rk,Collateral,50,12,album,6p5JxpTc7USNnBnLzctyd4
30EsWS502pozpeC4MMCP9T,Philadelphia Freeway 2,18,31,album,5lNFhLb3iZBY2jALESih7l
30fs36kqhHMuUIfovXKmCJ,All Fly Home,23,9,album,3YR92OLKlvkK5oKNekSqXe
30G5qqFbBIBHqSXN6TUGw3,De-Lovely,11,19,album,3huVQoEWdqUTvlYpFVUHcF
30g7ojYHNfNNJVmViRxd5O,Waitin' In The Country,54,11,album,6vgqbvuLEUcrg7SB1kRTYE
30Hqm06YWUnlpSMsfpsDkV,Bad For Me,14,9,album,2H3xDjMmp31iLmsgXxLFyI
30iqYID1JMBXLVFfErwTSd,Frances the Mute,51,12,album,75U40yZLLPglFgXbDVnmVs
30KCiPzXOGgA6ZbfLo0x8A,Brutal Romantic,30,10,album,1W2FTsCUlviVRhHNjZwWiN
30kfddnchGyZepcTfJuAyV,La Pistola Y El Corazon,43,9,album,6OWapcJm9xd55ci9CYbAuT
30KJwJKqGn7deswp9R2QSU,Emotion,28,12,album,3P33qFNGBVXl86yQYWspFj
30Kk7TzJYb83yrBiraWjAv,There's Gonna Be A Showdown,30,27,album,1kupwLFpHALpmhp5qol8xH
30KREAF4LZgDwMcxaARSbf,Black Laden Crown,37,9,album,34c4iQ5tkaZKu6Sv28BTde
30ly6F6Xl0TKmyBCU50Khv,The Colour And The Shape,76,14,album,7jy3rLJdDQY21OgRLCZ9sD
30mJsYzngoOJzOcWWHdJDG,Treat Me Right,12,10,album,5wKpYtFnMb1OgGxuJsmrPY
30Ni9qg2MBeeZXybsMOQ7m,Oh My My,71,16,album,5Pwc4xIPtQLFEnJriah9YJ
30oc4LI7xm1yMU0XqjLnai,Fade Away (EP),36,7,album,5YkBrE0wF8cAlq3GCOw5Eu
30OKUTa3c1NxWcy8pr09yL,Here Comes the Night,31,10,album,3alW3LYQS8K29z8C8NSLIX
30ORdfQ1Movxqmpf3qkrMQ,Haunted Heart,61,10,album,3tkZthBATD0S45hm1DmB2O
30ovRiMwvlgNVkB0cCfaOb,Opaline,54,11,album,6F3NW2aC9Sni1FH7QPSLvw
30Perjew8HyGkdSmqguYyg,Blood Sugar Sex Magik,79,19,album,0L8ExT028jH3ddEcZwqJJ5
30PoPzX7vW76jGToGvp8zL,Everything Good,35,14,album,0pjLiK5qb4Zr0PWRNkdd2o
30qI7I5wEzEnkOd2UJ8pfb,Beauty Has Grace,22,10,album,7MbmKsnvXjl4GA7Dr27kko
30QoUTsSdpQuZunPNFsLnm,digital druglord,79,10,album,2cFrymmkijnjDg9SS92EPM
30qZ3jmLXJywrMl7gJIGZU,Invader,22,7,album,0YEt8MbsfCuhdm9FomLNqM
30RilQiVObLzMuP1mGP77p,Here Comes Trouble,25,11,album,4Ttl0jQxIN2iF8qY5xo7gO
30rZ1cgW5Bvmwl8btRRRt2,Breathe In,40,10,album,0g5OkLnQogzLrT9s5vw6kl
30S6ZGFNC9KcUZeOqxuq3n,Honeymoon Suite,46,10,album,7kFyhQTV7cbd3iSYW2yt1Q
30TiWcFsV6As1N6d6L8wJ0,Beulah,54,10,album,1yDI9pWnlrJmi9kZn3gkCb
30ts0TMRhxu4usurOw99cE,Holy Water,49,13,album,5AEG63ajney2BoDXi0Vb84
30UgyUTvmdYXNo7CeMabXY,Mungo Jerry,64,16,album,2mbvqMGpwLsakeH45p1Jrb
30Uhu0m6c79troH2NSFNgf,New Orleans Homecoming,15,19,album,11sAWrpIkFUPQlXoQqpeBV
30VdMJguVAYSteCk92BNqw,Dixie Rock,25,10,album,6fzgnTv8gVkfFhA6V8Qdsh
30vjBf16zovsQYpN7JQekg,Never Love You Enough,24,12,album,1aSIXmBKKrEVIbGLwhedIe
30wMk41XyOfetpkYgNyBpl,The Ladder,28,11,album,7AC976RDJzL2asmZuz7qil
30xC74OorsB2yAimgyVp95,Once Upon A Time,34,16,album,2eogQKWWoohI3BSnoG7E2U
30xG0AwSqAlBjlx8vPFzkX,Jessie James,47,12,album,0GzIauSfKRc5BlNXpTWAGz
30XtgsTePORy5sbslFewYU,Serious Business,17,10,album,2ODUxmFxJSyvGiimNhMHbO
30y0ZT845hhBoFNRKcZjT9,Wreck of the Day,60,11,album,4LoM3lMauQ540MW9QiyIcR
30ypuJXzjtcCfFuuMk9Qvx,The Jim Reeves Way,25,24,album,2Ev0e8GUIX4u7d9etNLTXg
30ZcxxpsByFL0INH2qWPK9,The Elephant Riders,44,10,album,161AC1AVRkIGIMxyj5djFQ
30ZrG4aRlyV5O4DKOHVSwn,Kirtan Wallah,49,9,album,7BIXafmacnax46P30TEzNz
30ZUyn82SCRx0tfG99nOxc,All My Life,6,8,album,6yJZMmgqsTjH6ooVALu7oT
311sQUy4H8IFHsY9j8kx5q,Us And Them,60,25,album,70BYFdaZbEKbeauJ670ysI
312aMSfZzbXhhr0WzYDF0x,Streets Of Compton,38,11,album,0NbfKEOTQCcwd6o7wSDOHI
312OEZO2boUMqdNMuuip6h,Elite Hotel,49,14,album,5s6TJEuHTr9GR894wc6VfP
312RSgFH3igXs9A1SbXzLA,Avalon,43,11,album,0hxmHf6CqXsOLWgGXjmr7I
314RKua1JQwMfZOKD3pUXV,Zappa In New York,30,15,album,6ra4GIOgCZQZMOaUECftGN
316i0FIuU9fsh5amxi2l6J,Lucky,25,11,album,11zHPjHnZN0ACA50rSnTcy
316WHRzmIQfm65kyafcVVT,World Gone Mad,30,11,album,3WPKDlucMsXH6FC1XaclZC
317R21F7calEn6gpLnHEkb,Southside,57,16,album,1Xfmvd48oOhEWkscWyEbh9
317yszmuS2lV5tGIEepU2h,All Our Love,30,11,album,0TF2NxkJZPQoX1H53rEFM1
319wcZ9RCP7Q7potCqnt0u,Listen to the Message,6,9,album,4kEAjV4pCBOkoowYYQydvO
31bICy4msxPCUrDJbRiaYm,Nightfall Of Diamonds,28,20,album,4TMHGUX5WI7OOm53PqSDAT
31CFF4SUTpGpcPoACFQ6K7,Sick And Twisted Affair,56,13,album,64g59lHsc4g2jMFokrKDGW
31dATgHjk7MwSkzrtNUurs,Conscious Party,39,11,album,3Z2jmNAP2UaGa8lPpi54wD
31DS8fyjbe15k7L4B20kp1,Hell To Pay,46,11,album,3d2hJTVTwo08F9b0ZFQukJ
31dTRo0NNqbzLzti88cImC,Cry,42,14,album,25NQNriVT2YbSW80ILRWJa
31dzB4ULKZfOH71tuaBiR8,The Sound of Revenge,64,16,album,6vdMPayKk8YJxxeNP5oMCb
31E4oQYHBYUzhtzWQTc1S8,Migration,23,14,album,0SPkat5bgfP5wo2kbqZIwu
31ENsYlUFwIcsXvoSvjjnp,The Panic Broadcast,37,10,album,7wqP36o9lqWteOCxBnXlwx
31EPhktBatp8avbtNpYTWj,Wonderful,25,11,album,0FrpdcVlJQqibaz5HfBUrL
31eZb4Vvuw60h94gyu6bQB,"Ain't No Big Thing, But It's Growing",22,9,album,34Bm9d5DAJjSnaI02BCjdA
31fKBqNpIIRDSiBoTv408q,Unlimited Touch,39,12,album,4VaFWblR1Rv24L8kAfhtxm
31hfdib22V2mVHtS4kxauU,American Idol: 10th Anniversary: The Hits: Volume 1,38,4,single,0LyfQWJT6nXafLPZqxe9Of
31hfJ2wHUoRjqwNdZXU6u3,Roadsongs,36,14,album,1YwfENKEZrowcmtR1nALZn
31hVfHxlkw0azMPXZfOwCr,Are You Listening?,43,12,album,55s643XPig11NyYM8do64C
31hXN7zwsDlM6ojO8JseH7,Dark Side Of The Spoon,34,10,album,1DXylZlWbVvlckNqwvjTEt
31hyxXpnMIxLHZI2ulcg6h,Lightning Strikes,27,9,album,2bjzKs28cL5EVKB0xqUGuJ
31i0T4i6VKGdBBYI5QiuKp,The Recipe,29,18,album,3USpNaxpX1iNqNnQWqg9ob
31JHlS7gDQo3AqxpJOP7ht,Pickin' Up The Pieces,30,14,album,0fyqyjD7pbaVzbu94ylWQR
31jtOHSH3ziyOU9HQEhQs4,Only Four You,44,9,album,7vRMMs8yrKf4PKUpUllMkr
31JYlYOiM7XHzmUPpjsgI5,Tailgate Party,35,13,album,2iVKGetYUZQElKZKWECyF4
31KbO7WnDp2AjPdmRTJzdf,Freddie,73,15,album,0Y4inQK6OespitzD6ijMwb
31kDP6XF3s8dIt0iGFS4PX,Vinyl Confessions,42,10,album,2hl0xAkS2AIRAu23TVMBG1
31ki31PkZsrLCkLePe4dso,The Ramsey Lewis Trio At The Bohemian Caverns,9,7,album,4jZOiPysIzYxbDcDEOZmhu
31L6e80hUEnfWrdWSzEIeG,And I Love You So,0,2,single,5UloVKzUNJcjORzhhTWWiJ
31mnNcl6CzIcX8j9n75vYZ,Greatest Hits,61,18,compilation,6FBDaR13swtiWwGhX1WQsP
31oeDyCOLhgeZyktfxo0pE,Hysteria,73,47,album,6H1RjVyNruCmrBEWRbD0VZ
31ofp7uJul2mfplE1OBL67,Girl Who Got Away,55,18,album,2mpeljBig2IXLXRAFO9AAs
31oNLlWfqsJXymEbO50ERq,Inflikted,44,13,album,7F1K4WlMshx23V2TTz4KwV
31pd81sWDaK2pP3ok5892z,Pastel Blues,59,9,album,7G1GBhoKtEPnP86X2PvEYO
31pVN7QZwfWFo388SICgnd,Divine Intervention,38,10,album,1IQ2e1buppatiN1bxUVkrk
31Q7DQ751hbCO98r1ODhGt,Any Given Thursday,50,15,album,0hEurMDQu99nJRq8pTxO14
31QbsXQzz5JS0mQDOpL0sU,Look Hear,23,11,album,6i6WlGzQtXtz7GcC5H5st5
31qvG1L8oBDMXJTgZnsT7j,Hard Bargain,45,13,album,5s6TJEuHTr9GR894wc6VfP
31r9X7NiY4BM2UOgSp8gF1,Watertown,25,10,album,1Mxqyy3pSjf8kZZL4QVxS0
31St5diPbTZoCjOwWXSMWD,The Essential Dixie Chicks,63,30,compilation,25IG9fa7cbdmCIy3OnuH57
31Sza8aKnWhwkUtcBdQfML,Blueprint,31,10,album,1kcWyDvrlPUbyxkIoM6pAV
31tCg5RXhY5jpagfCPcQa2,Future History,69,14,album,07YZf4WDAMNwqr4jfgOZ8y
31tqjSOZPHcDhxdwBVty6V,Welcome To The Dope House,25,16,album,2dSUvZngAaFTx0AG9F0OLr
31TRqoVBTQi0lzlPLtvINn,True Colors,64,10,album,2BTZIqw0ntH9MvilQ3ewNY
31ugS3gZy1QYP9AFNsVhSD,The Beatles' Story,0,1,single,6Vao86iW9xZPQbI4rLgSG3
31vtzv0S08tqIUnxTOcDkV,Eye On It,59,18,album,5VX8hxrcfJWwaTLiqGUHG3
31WVLciVB5ffpco1dZ9vHz,Knowledge Is King,35,10,album,2RE8NwNxsOyuNZDD0jRxHP
31XG9UWJIXSXSsPUEsh3D2,Skull & Bones,57,17,album,4P0dddbxPil35MNN9G2MEX
31XXN8TRj92V1HB7Wq6LcL,Don't Tell A Soul,42,18,album,4WPY0N74T3KUja57xMQTZ3
31YkPMgPZ73tOYGYL9mOdT,Different Kinda Different,9,15,album,21LGsW7bziR4Ledx7WZ1Wf
31ZELjZPFpr5326F1uojYm,Hits Unlimited,61,21,album,18JD8DVlD1fakDAw7E9LFC
31zlLUHetTtATb1FNlIUZF,Carry The Ghost,37,16,album,34482S5nfxR441wcnVfrHi
31ZOjpKqwhegUWjV11Lv6G,Made In England,15,18,album,6Ix7Hx8Af0jg9X4OfD9sYR
321q9p7PELvzcFAWxml7VX,Uprising,77,12,album,2QsynagSdAqZj3U9HgDzjD
321Uof05wxnGOfXE8aukak,C Ya,14,10,album,27XvODnKRV3mGBOGOlU3Vx
322r2dYCbHUJk6fSPpFwKm,Morning Dance,39,9,album,1Be36RHAlqJpfUt3tsmUQD
323HNELwJMzjTqhujFXxFg,Five Stories Falling (EP),25,5,single,61awhbNK16ku1uQyXRsQj5
324z1gQk1oYNOOSUY5xV4I,Murdering Oscar (And Other Love Songs),20,13,album,5JnjssuFBg104paXN0mKKn
325EV60pZvJB6VwoV8quAT,Together Again,15,9,album,3RwQ26hR2tJtA8F9p2n7jG
325wcm5wMnlfjmKZ8PXIIn,The Singles Collection,58,58,compilation,26dSoYclwsYLMAKD3tpOr4
325zRU2zbKKG3sIkN0zU7e,Souvenir D'Italie,3,10,album,6Qdqv5WM6z1WxWWjuuiogR
3276deAeUJb0iLBvhRsVG0,How To Be A Zillionaire,36,18,album,2s79xe5F6eUQkjwjww27Fh
32a7BrNNTAu7BVb6DcsMLP,Smoke Ring For My Halo,46,11,album,5gspAQIAH8nJUrMYgXjCJ2
32Bu3ETQhR1PFCj3ndDlYf,The Trinity,72,18,album,3Isy6kedDrgPYoTS1dazA9
32CbQps06lUasiux6N8tP3,Infestissumam,56,10,album,1Qp56T7n950O3EGMsSl81D
32CkjGpwOpJ69IuJqiKT69,No More Stories Are Told Today I'm Sorry They Washed Away...,33,15,album,6kDMoHTcBICPILP2aclPWZ
32CXj7kEZQPfneTxGrkRZ9,Youth,56,10,album,0znuUIjvP0LXEslfaq0Nor
32e3bKpExvJ6o3H9UZ9rV1,Alive Ii,47,20,album,07XSN3sPlIlB2L2XNcTwJw
32EQz1edhSpQVd09tzlMj0,A Different Kind Of Blues,3,16,album,2tfWguHr2nj4e8KXLKciVq
32fTx9DYJWjenQSMoI22Dq,Don't Come Home A Drinkin',47,12,album,1FE0rls8gfQT3laAeRYNgl
32Gf9x2NzEaEHQNvYyBzRu,The Sensational Charley Pride,21,12,album,69Fk1s1lzINOKqoSWjjEiE
32GquThmScjCBMYbeUnoOJ,Thousand Roads,33,10,album,59zdhVoWxSoHMc74n098Re
32hEtpw8J9opz3x6VhKgNA,Neither Fish Nor Flesh,27,12,album,1JpHKf8Ztyd8HXU8p6m9cc
32Hsx3KoYAuLGWzwTRWnzd,Supreme Chaos,35,10,album,4s407eN0H9FQyRMc1n3Spx
32jhKaGCt2obnOK6H6E4wD,And Then...,53,13,album,3zTOe1BtyTkwNvYZOxXktX
32KdoFFhgjCLdU0DWL71tx,Camp,71,13,album,73sIBHcqh3Z3NyqHKZ7FOL
32L4exANydUrPaW35gho5H,Swans Against The Sun,14,11,album,4jL1usPiGDK8TD46zJP4gu
32LSfRBN2QI84fkkVX0edr,Time Well Wasted,63,21,album,13YmWQJFwgZrd4bf5IjMY4
32lznm6XhLuQCOeGmdmNaH,Home,33,14,album,2szQRWh2F0RUs9bkbepwok
32m8Yjd3jjG3Dbf7YKTfLn,"Lines, Vines and Trying Times",64,13,album,7gOdHgIoIKoe4i9Tta6qdD
32mkDUhwDI9JCnKLjm5RGw,Maggot Brain,60,10,album,450o9jw6AtiQlQkHCdH6Ru
32nLLpycunqmJfnF3EEfNJ,The Dark,40,10,album,0exvkfkATkqWOJgugTjJhP
32NQ56VZDTXSH3SMv4XSGN,Machine Head,72,8,album,568ZhdwyaiCyOGJRtNYhWf
32qF2mHnxTYWgXJiK8IBFa,American Made,0,2,single,76XE4h4VXk8KbLJallt9Ym
32QHWyKkZykhjHXzgRaZyg,Babylon,55,18,album,3jTlKw98Ql1jGRPYqhqHap
32qJFR2WFg8NyjhuRIuW3M,The Last Of A Dying Breed,33,15,album,19KwjzvIL92r29IINtlPNP
32wRTbL7yLNAYOU2olmIh8,Love Unlimited,44,7,album,2M4KXzgedR4EKG4qgTeDKa
32XELgnno3fR5Mf900HOFF,Ghetto Bill,17,20,album,7zICaxnDB9ZprDSiFpvbbW
32XLfDR9uCkCYD4OMHUBDF,1234,17,9,album,5HFtQOrPHOFptM1WF9xPuK
32XQ51OITWIlkwB0esqbwd,Lambs & Lions,73,10,album,6pBNfggcZZDCmb0p92OnGn
32xr0FntXslUdKPQkyrbzV,Rolling Down a Mountainside,22,9,album,6vuD08WKtmp1yc7kQx1rBm
32xyhzHlGGsDvs1E7qihRA,Best of the Doobies,63,11,compilation,39T6qqI0jDtSWWioX8eGJz
32y54TelUHSUDWVOx4h1B4,PTX: Vol. III (EP),58,7,album,26AHtbjWKiwYzsoGoUZq53
32y7QMTFfQC3ZZB3rb2RFs,Now That I've Found You: A Collection,48,12,album,5J6L7N6B4nI1M5cwa29mQG
32YNW8YEUUNnZB2LhenMAV,Revival,47,12,album,6RIRplpyp79REfeBrvW8rH
32YyTpcXjKX63IG2slJqrS,Windsong,36,11,album,1twC2fwPG5FkvYcMpVBQRz
32zX5u2pOCNNxzO2BAyGfd,From Illmatic To Stillmatic The Remixes (EP),23,6,compilation,20qISvAhX20dpIbOOzGK3q
330rzJqNOw2BELsfWg3vXl,Ivy Tripp,27,13,album,5IWCU0V9evBlW4gIeGY4zF
332c3yPZilz3OnqZKpRxl7,Turning Point,62,15,album,20s0P9QLxGqKuCsGwFsp7w
333AsLVeAYiUcWE5Me1acm,Nightmares...And Other Tales From The Vinyl Jungle,43,9,album,69Mj3u4FTUrpyeGNSIaU6F
333CW1FJG5ijNi30C45xcB,Winterland,41,36,album,776Uo845nYHJpNaStv1Ds4
333YzK5jpOeCPBkIFWr9Oy,La Cage Aux Folles,3,15,album,4GBe6ctpZMwMbaRb9KZrNU
3356iI42aMC0scrBgiB0kV,Church Clothes 3,51,10,album,1CFCsEqKrCyvAFKOATQHiW
336zShyOVetm0PihSMxnka,Costello Music,49,13,album,3M4ThdJR28z9eSMcQHAZ5G
337UZEcZWgax9G9xYIDN7Z,Plains Of Oblivion,35,10,album,1bqlyIXRTCilCmvAr1newg
338yWfNJWW2SXxVfIdczUD,The Best Of The Monkees,57,25,compilation,320EPCSEezHt1rtbfwH6Ck
339EONXrRgL9iLpxOKrUJZ,Deguello,55,10,album,2AM4ilv6UzW0uMRuqKtDgN
33Ac3PvA22h9Mv2MEayLr7,Start Here,46,13,album,34bhyY8jfKez7uKakMfy4y
33b1pDvKjDrhNjMFDLTVN3,Divergent Spectrum,46,15,album,1JPy5PsJtkhftfdr6saN2i
33B1Zg0eXriiN7umq8O92Z,The Silver Cord,37,15,album,4Y2ImQoh83EyhkbaJXmJr1
33CP9PApYibgmRsx7ux6sE,Old Yellow Moon,37,12,album,4QIJ2i8I6urte2scKgkVoY
33cRYqAb61tKFBAehqQVu9,Life Is Good (EP),39,5,single,4phGZZrJZRo4ElhRtViYdl
33DGDY9pt1sLemSDoJ8Dvd,Goldenheart,27,16,album,6pSsE5y0uJMwYj83KrPyf9
33dsTreXJuQ9WVfc3pqJ8F,Rebellious Soul,48,11,album,2retT7MFwHDVTeGKDdybEx
33e65SDeu5HhT5Iq7Gt2f4,A Different Me,56,15,album,1vfezMIyCr4XUdYRaKIKi3
33g6XzMfn51My8faXHlmRc,The Best Of The Youngbloods,38,10,album,5I6MzhNEMk27cZsCqGAIYo
33hEDxsIVGf7R6wRdZBQOw,No Way Out,62,13,album,59wfkuBoNyhDMQGCljbUbA
33Hgu0rARxfZ1qcvDcZUHp,Love Beach,23,15,album,0nCiidE5GgDrc5kWN3NZgZ
33HKZh4hP8FmsVmPGoaDYC,20/20,64,29,album,4ph6Bt1mkDlmf32PSvRa8A
33ImEB9taJ3Tie4APfTL7B,Diva,68,11,album,5MspMQqdVbdwP6ax3GXqum
33jUyJOx4j6BWJ7VkzWoth,Out Among The Stars,59,13,album,6kACVPfCOnqzgfEF5ryl0x
33kPJ8JFTSNiOUvpFd24pG,Pork Soda,55,15,album,64mPnRMMeudAet0E62ypkx
33lk2GnP8cJzl7cd1OJrXn,Loyal To The Game,67,17,album,1ZwdS5xdxEREPySFridCfh
33Ln8ZRvitjDtLuW88luIP,WWII,26,11,album,5W5bDNCqJ1jbCgTxDD0Cb3
33mf0cMxwcvlk1aalTgcnf,Purlie,16,15,album,3MvALt8iV68Bc0nkhPZrW2
33n4QsTxkSrmyTPoo9KcdR,Christmas Volume II,12,13,album,6rJqqRce0Kvo2dJUXoHleC
33oWzYAV2JcFtHZ7QtlboM,Live Evolution,26,30,album,2OgUPVlWYgGBGMefZgGvCO
33p85MaE7njtFNmc41roXU,Yeah!!!,28,25,album,7nwUJBm0HE4ZxD3f5cy5ok
33PsrSS1xpCUl1kJy39DZV,Perfect Day,29,16,album,0N0d3kjwdY2h7UVuTdJGfp
33pt9HBdGlAbRGBHQgsZsU,Evolve,90,12,album,53XhwfbYqKCa1cC15pYq2q
33puYJ2y5qANDenRmL8BS1,Younger Than Yesterday,49,17,album,1PCZpxHJz7WAMF8EEq8bfc
33QALYQaToksvmXeDxqBvE,Palms,56,10,album,3NChzMpu9exTlNPiqUQ2DE
33qIj1wxPdO6OxlZu47wbk,XII,43,12,album,4WQ8grqJHB2Y0IDjpro1FE
33R3q8T7cpFLuhKpTsIyF9,The Golden Age of Rock 'n' Roll,23,29,album,2SmjZ060s1uBMud6afmImP
33s3ptUTggk4QrMygA60or,"Kima, Keisha & Pam",45,18,album,1urjDGTd4iBze91Z1W1gu7
33SD5HeQzL0lVyWGmUqubq,Jordan Knight,39,11,album,2AEcSFddxmvXT0A7rBwyVL
33SkKSM72vyJvx5oc13351,Brothas Doobie,50,13,album,0pbj7bsLCiQ5f8P9mFnuPN
33SwcsCGd2sWbJ4ffV6Hsu,Wild + Peaceful,41,9,album,61UT1Zj9dFgPAjZfwnsqsb
33TIHVlvlxFVDPGpiunsT3,Closer,57,15,album,6cXMpsP9x0SH4kFfMyVezF
33uqaMZ7X4qnBqoZvQMSF5,"Not By Might, Nor By Power",33,13,album,30aMh21vdYVIjdVgIgHaqW
33URnP2kyItDfs8xDhxKAH,Five Bridges,26,13,album,5oHYrXNyCSEdacKCCrteMX
33vCXtlecxvFyBcoICxMYx,Mingus,33,11,album,5hW4L92KnC6dX9t7tYM4Ve
33vViqtO1ZPUbLr7nuXPkG,Daddy's Little Girl,0,1,single,7dYZoYIoFYmSvzDKZxNVO0
33W0IpwPJbu5UDGM9D38hG,Energized,16,8,album,6x33CmZWo2Ve4hxYl2Craq
33w9uBzKNuGxvJwcMMNs2G,Silk Purse,39,10,album,1sXbwvCQLGZnaH0Jp2HTVc
33XSCIqxEG3itwG4rkeY13,The Order of Things,32,12,album,2zgG1GPDvjaBgxeQaVXI14
33xVIIsy0uWeGHEDeEOSSG,Nitzinger,7,12,album,26RphFvRpP9F4KTFZM9kOr
33XyyiV7lMXdFbsorjt1sB,When Love Finds You,53,11,album,3IhWQSrLj8EJjdvjFTpCyo
33yMSHy70dw0ofDGEUqgOJ,The Way We Do,29,17,album,6Ai8wem3AnC3ccP6E5aw1q
33YSJfsBkjN3yqcq18bdRi,Tomorrow,63,14,album,6S0dmVVn4udvppDhZIWxCr
33ZjFOflHRioMTsDCxIYaS,If I Were Your Woman,39,8,album,0PcIlEZa7rreM7729ot05g
341DoqBcJDTwNzoGH1fP0K,Spiritual Machines,42,15,album,1lqW59DUEKqvcHc8mVWBtH
341YxfWEs419cftHRCXTMz,Texas Tornados,40,10,album,2Z3KO9HRnuLNx4gwGByB1t
342zVxiwBfA3lCjtS9aPt4,High On a Ridge Top,23,10,album,5I6MzhNEMk27cZsCqGAIYo
343ADGfYYyoLedMtdH9PIM,Soulful,23,10,album,2JSjCHK79gdaiPWdKiNUNp
34507GICqU2YpiJEbBOKph,Kosmos,30,8,album,6wvkwvDNBOQ9FXRQGfBxIv
345oaxgEqDeb9tU8XobOpT,Rage in Eden,33,22,album,3iUjRVvYCsMfz7tuAQtBDI
345whqnlVlRitnTf06IRDF,In The Blood,32,12,album,0gcMPgunYh4rX1UOdvZKBn
348rR3bK4ypUS5MF2aIetX,The Three Degrees,46,8,album,2zpFG5cvw00QmrYTUsjApa
349c7C93trtzAOYXuUcAAP,Hot Coko,30,12,album,5tdfMErqfwoDib2Pq3n2z5
34ATM9F3xEyKpRngzzes5A,Midnight Creeper,22,5,album,063xkuRULzZu8fcoPR2rKR
34AUqyTspaQPmyrSN4UJTB,Mark Collie,31,10,album,6kMOabD0AtCGJB632jMilU
34bSXbkvidnGi8YGZdMCOT,ZZ Top: A Tribute From Friends,21,11,compilation,0LyfQWJT6nXafLPZqxe9Of
34C3Y0Rnq8AUCzihkmfiX5,Albertine,45,20,album,1W2FTsCUlviVRhHNjZwWiN
34d9lDcOZPm7ChGBZpQT61,(You Don't Have To) Paint Me A Picture,28,12,album,0XTxadWXVyfB8eTIYOjMYj
34EetXiGovbNn0w8UW3ZWY,My Hang-Up Is You,0,2,single,5UloVKzUNJcjORzhhTWWiJ
34Em56pOupgciskcktgPL4,Hippy Hippy Shake,18,26,compilation,5gNduPlUGHsgy1w7f71obH
34EPDbR7aoTnfCmd7TCy4p,Tribute,48,11,album,72qxDp6R6v22pai96pZioz
34eR6ev1GGZHmxNTEfRobW,Homesick,72,12,album,4NiJW4q9ichVqL1aUsgGAN
34etX2h85suzm2M9DTsa7p,Dice,30,33,album,1KrDd8tfcITeBIHGXXIx4s
34GQP3dILpyCN018y2k61L,BALLADS 1,87,12,album,3MZsBdqDrRTJihTHQrO6Dq
34hQFIwGTLf03BZQmGL0iy,I Do Not Want What I Haven't Got,66,10,album,4sD9znwiVFx9cgRPZ42aQ1
34jndDLIB0oaUNaJyJVDbj,I Want to Go with You,11,12,album,5QsUbpxSE8lCZ5ga5rnD22
34JNly8P6uZRKTGnmmLNAt,You Should Be Here,68,15,album,0cGUm45nv7Z6M6qdXYQGTX
34K1Kvskt9arWy8E1Gz3Lw,Faith,71,10,album,19ra5tSw0tWufvUp8GotLo
34k3Hgmd9sQnD8lU1XED39,Track Of The Cat,12,8,album,2JSjCHK79gdaiPWdKiNUNp
34KcbY3mi62fOlADgTneoe,Greatest Hits,0,17,album,7dYZoYIoFYmSvzDKZxNVO0
34kcLxq0xRMzeP3jGWjYxZ,"Faith,hope And Charity",7,24,album,2jGhcMjV6nsRs6ePvZrECq
34kJ0pnpcaCcviAnwgIanO,Heartsongs,28,23,album,32vWCbZh0xZ4o9gkz4PsEU
34nbmCDvaKM1RW7wvWz5HM,Ridin' Solo,31,12,album,2r09Inibex3C4ZNTUVSG3m
34NNRiAunm4I1jvmviZrBE,In Ghost Colours,50,17,album,4EENT7N7rCBwrddM3s0vFS
34nPsEIVCam0vZqC7FEUZp,Die Without Hope,39,10,album,4nqY8hkQNkHaDq4fdVxdYr
34NreMWi5xh62VQFWLPm9U,The Memory Of Trees,57,14,album,6uothxMWeLWIhsGeF7cyo4
34PwaPCYhkZ3zHWXkLcGEe,Ladies Edition,38,19,album,21gGD9dUby5ls0belA1wqZ
34PyD90DDeHfhFEymKgjho,Secret Of Association,52,19,album,6rqU9HQ57NYGBnBzbrY3a4
34qCZlC7OvQ2h9rEFJzpMT,Harmonium,46,11,album,5ILrArfIV0tMURcHJN8Q07
34swIt06IwcLy8wnuwkmQM,Salongo,16,7,album,7Kfrmups2Z3ncDQmNS5jRc
34t3fQgADTqchzm1IkH9t2,How Do You Do?,40,12,album,51RYnAHfrE4xnMomva5kFq
34TpQar6QnutagRwdtiNpl,First Christmas,21,12,album,3WNUkxJcJeliFx9KXWXMgs
34tUyIhu60YIorGbAoIty9,Cuando La Sangre Galopa,46,13,album,1RgXxY6uzWo9cjYYwwgVGq
34U58KqwlDza8vCKx4lPD6,I've Found Someone Of My Own,1,1,single,76XE4h4VXk8KbLJallt9Ym
34u6zcMDFqJxlXW1xs8JVj,Soda Fountain Shuffle,33,10,album,00Nnsh2ykMBYnCDsSFGXSY
