year,genre,word,count
1966,Christian,lynch,58
1966,Christian,eyes,57
1966,Christian,watch,55
1966,Christian,love,55
1966,Christian,hands,51
1966,Christian,private,50
1966,Christian,left,50
1966,Christian,face,48
1966,Christian,little,47
1966,Christian,black,46
1966,Christian,good,45
1966,Christian,right,43
1966,Christian,see,43
1966,Christian,night,43
1966,Classical,batman,26
1966,Classical,know,7
1966,Classical,soon,6
1966,Classical,heart,6
1966,Classical,love,5
1966,Classical,pieces,3
1966,Classical,many,3
1966,Classical,letters,3
1966,Classical,straight,3
1966,Classical,forget,3
1966,Classical,broken,3
1966,Classical,memorize,2
1966,Classical,name,2
1966,Classical,start,2
1966,Classical,line,2
1966,Classical,darling,2
1966,Classical,every,2
1966,Classical,keep,2
1966,Classical,kiss,2
1966,Classical,read,2
1966,Classical,right,2
1966,Classical,sign,2
1966,Classical,write,1
1966,Classical,travels,1
1966,Classical,time,1
1966,Country & Folk,time,33
1966,Country & Folk,love,30
1966,Country & Folk,one,24
1966,Country & Folk,life,16
1966,Country & Folk,never,14
1966,Country & Folk,attack,12
1966,Country & Folk,know,12
1966,Country & Folk,make,12
1966,Country & Folk,people,12
1966,Country & Folk,well,10
1966,Country & Folk,said,10
1966,Country & Folk,light,10
1966,Country & Folk,home,10
1966,Country & Folk,got,10
1966,Country & Folk,good,10
1966,Country & Folk,around,10
1966,Country & Folk,thought,9
1966,Country & Folk,side,9
1966,Country & Folk,music,9
1966,Country & Folk,left,9
1966,Country & Folk,future,9
1966,Country & Folk,brown,8
1966,Country & Folk,look,8
1966,Country & Folk,middle,8
1966,Country & Folk,night,8
1966,Jazz,one,986
1966,Jazz,would,709
1966,Jazz,said,595
1966,Jazz,love,556
1966,Jazz,police,553
1966,Jazz,time,516
1966,Jazz,know,489
1966,Jazz,home,449
1966,Jazz,man,441
1966,Jazz,day,426
1966,Jazz,see,404
1966,Jazz,back,403
1966,Jazz,could,398
1966,Jazz,make,383
1966,Jazz,got,381
1966,Jazz,two,368
1966,Jazz,never,359
1966,Jazz,say,350
1966,Jazz,made,349
1966,Jazz,come,345
1966,Jazz,good,333
1966,Jazz,way,332
1966,Jazz,get,331
1966,Jazz,deadpool,329
1966,Jazz,men,327
1966,Other,protest,84
1966,Other,music,83
1966,Other,political,72
1966,Other,would,60
1966,Other,song,51
1966,Other,one,50
1966,Other,war,47
1966,Other,man,45
1966,Other,time,43
1966,Other,events,36
1966,Other,songs,36
1966,Other,love,31
1966,Other,come,30
1966,Other,got,30
1966,Other,world,28
1966,Other,old,27
1966,Other,ain,27
1966,Other,beliefs,25
1966,Other,away,24
1966,Other,ever,24
1966,Other,protests,24
1966,Other,vietnam,23
1966,Other,make,23
1966,Other,little,23
1966,Other,could,22
1966,Pop,one,966
1966,Pop,love,699
1966,Pop,man,654
1966,Pop,would,531
1966,Pop,know,528
1966,Pop,michael,482
1966,Pop,day,455
1966,Pop,bloom,437
1966,Pop,see,428
1966,Pop,good,412
1966,Pop,time,408
1966,Pop,little,362
1966,Pop,come,348
1966,Pop,could,346
1966,Pop,make,344
1966,Pop,got,340
