avg_popularity,explicit_perc,avg_duration_mins,avg_acousticness,avg_danceability,avg_energy,avg_instrumentalness,avg_liveness,avg_loudness,avg_speechiness,avg_valence,avg_tempo
33.9808,8.1451,3.82572892,0.2652006003,0.6003416,0.625056213,0.04754557138,0.19233494,-8.8451858,0.06753679,0.60777742,120.3134087
