song_rank,release_year,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
87,1987,4gDBc1RxPAvinJrZzZ9nYX,321667,1,1,4,0.197000,0.758,0.84400,0.0000040,0.2420,-9.453,0.0482,0.7660,120.571
88,1987,0tvKT0EdO4Gm1nw7rgiHHa,231240,2,1,4,0.192000,0.464,0.52500,0.0000072,0.2680,-13.806,0.0566,0.5650,178.352
89,1987,4qjscZh4jfhkpcQG4ZQfi2,244560,11,1,4,0.001530,0.583,0.92100,0.0178000,0.1880,-5.215,0.0468,0.6130,119.526
90,1987,3fbVtEI5leNfYKvL7FxDz1,231200,4,1,4,0.001390,0.623,0.88900,0.0004030,0.0586,-4.741,0.0432,0.5790,141.992
91,1987,7Bsfh7tZyAf6L5iQti86Rq,389227,0,1,4,0.074100,0.619,0.60200,0.0268000,0.3390,-14.872,0.0276,0.8630,147.663
92,1987,3EGI5qmVmGlfgy9BmNb1R8,246013,7,1,4,0.158000,0.711,0.84300,0.0011600,0.3060,-8.434,0.0384,0.8610,113.210
93,1987,2rUHBIfbMBB92n1gSfSqwF,309760,5,1,4,0.050100,0.587,0.67500,0.0024300,0.4790,-11.787,0.0366,0.6640,116.954
94,1987,7mJq5UJOfh5yzyjCaiPaZH,249440,0,1,4,0.086200,0.830,0.60100,0.0174000,0.0987,-13.414,0.0571,0.9010,118.735
95,1987,5B8sDKrg4VN8etjH0vFz40,289733,11,0,4,0.195000,0.593,0.88700,0.0004700,0.3320,-7.359,0.0318,0.6690,118.402
96,1987,2NwH11vRqwyAkNmdVNaKhu,257333,6,1,4,0.005410,0.602,0.83900,0.0000019,0.1510,-6.452,0.1010,0.5800,129.091
97,1987,6eVAEqfTAe6FmPcwY7hhnG,208760,10,1,4,0.732000,0.490,0.31900,0.0000237,0.1050,-14.069,0.0384,0.3340,80.181
98,1987,2PFIZFcGry0po3ZfRZkzKc,354636,7,1,4,0.031800,0.659,0.84600,0.0144000,0.2030,-5.508,0.0274,0.6590,107.010
99,1987,0lBiKGR22BDbGppvf0oqNP,220827,6,0,4,0.210000,0.810,0.61900,0.0002610,0.2610,-12.610,0.0287,0.9390,108.043
100,1987,6G3afsR0udhKnAU0Tut25j,234467,0,1,4,0.235000,0.682,0.57100,0.0000000,0.1160,-13.139,0.0367,0.6570,135.109
100,1987,4zCACGvQsRb9UI1qo2Yclt,234733,7,1,4,0.485000,0.457,0.49000,0.0000049,0.4500,-13.323,0.0344,0.6530,113.392
1,1988,6xBUWSz8INNHO6wFYuPtQl,206867,2,1,4,0.211000,0.669,0.77900,0.0000898,0.1320,-11.522,0.0533,0.9750,169.478
2,1988,2pX5qSgxQFwlrkjxph8fxb,193920,3,1,4,0.385000,0.748,0.91500,0.0585000,0.0235,-5.230,0.0376,0.7630,129.000
3,1988,0LBtQiEVfP4ysLQ43Do8uN,259507,8,1,4,0.242000,0.543,0.38400,0.0000012,0.2660,-15.018,0.0307,0.4070,128.768
4,1988,528CAH5pTLq86oZ52fHifA,338800,4,1,4,0.513000,0.629,0.58100,0.0000021,0.0755,-11.856,0.0270,0.3590,97.074
5,1988,5xl5582IihbEZAnfj0xyso,250032,7,1,4,0.267000,0.769,0.82600,0.0177000,0.0638,-8.252,0.0624,0.7620,95.862
6,1988,2unWjXOcFWT2vlleStTEJy,263533,3,1,4,0.136000,0.669,0.43400,0.0000353,0.2100,-12.854,0.0408,0.5330,152.158
7,1988,7z38bideBRvGAgjXe2SECm,263779,1,1,4,0.033700,0.783,0.84200,0.0000026,0.0473,-8.838,0.0540,0.9330,117.790
8,1988,4buDeg67vos7KP1yHrS9wl,249960,0,0,4,0.012600,0.788,0.52200,0.0000014,0.0671,-13.029,0.0578,0.9230,111.578
9,1988,28fHjGEDS9P4uLah3tN77i,346813,1,1,4,0.007060,0.701,0.98700,0.0559000,0.3300,-6.718,0.0757,0.9350,119.104
10,1988,0sId1fkKRfPlyMMOSVShng,275533,0,1,4,0.006650,0.766,0.73400,0.0238000,0.2090,-11.217,0.0560,0.7530,118.221
11,1988,2HXixVqzzm9rEUIMAWzshl,246800,9,1,4,0.084600,0.611,0.88300,0.0000012,0.1920,-11.225,0.0539,0.6040,117.928
12,1988,3EFgVWb1TAYP3CF17BB4fU,248133,7,1,4,0.602000,0.380,0.22800,0.0000000,0.1540,-14.373,0.0261,0.1810,77.177
13,1988,07HqIg8BnB1lJElnw2ZiSR,346587,2,1,4,0.053200,0.437,0.72700,0.0000000,0.1030,-5.432,0.0293,0.2330,73.029
14,1988,78TnMTAFmWUWWCgNXR7D3K,328093,1,0,4,0.108000,0.539,0.58300,0.0000000,0.1110,-4.935,0.0275,0.3370,86.063
15,1988,1TtJkmAW9Rc55iVOPgZ33z,294720,6,1,4,0.071200,0.797,0.78500,0.0000000,0.0691,-7.523,0.0723,0.8630,105.072
16,1988,4d6eqRtpDX7tydHJGDZUBQ,215773,2,1,4,0.193000,0.799,0.68700,0.0001880,0.0307,-5.682,0.0431,0.9650,108.804
17,1988,43thLwzSasUUZEYjYPeJh3,283133,5,1,4,0.310000,0.476,0.33100,0.0000028,0.1720,-14.884,0.0305,0.2400,130.574
18,1988,6NVB6W7G3svCKe5zB7kY8q,254000,8,1,4,0.433000,0.456,0.23300,0.0000642,0.0538,-12.634,0.0255,0.4240,75.174
19,1988,6pvIzUyq2yxvIEIK8i6hRs,301373,7,0,4,0.027400,0.818,0.80800,0.0000000,0.0592,-8.536,0.0467,0.9310,115.221
20,1988,6y4OjcEz7LMrdVGODrcAIv,248000,4,1,4,0.093400,0.602,0.49300,0.0025100,0.2800,-17.899,0.0279,0.5050,101.941
21,1988,48p5E25cFPanxuwCTmTpuL,220960,0,1,4,0.086400,0.629,0.87600,0.0000772,0.0431,-10.141,0.0444,0.3580,118.010
22,1988,6jrp8qBMJO6vhAeYVAsdk9,230853,7,0,4,0.149000,0.879,0.67900,0.0087100,0.0787,-8.590,0.0421,0.7240,122.380
23,1988,3t4EJY6cTsb6FyP1EQzajK,249640,6,0,4,0.005430,0.851,0.64900,0.0029000,0.1560,-12.877,0.0748,0.8460,100.302
24,1988,62oGUBJQGPa3emMGMejBhm,284360,9,1,4,0.397000,0.499,0.41700,0.0000000,0.0622,-13.982,0.0286,0.5050,132.195
25,1988,5ZOlZNNVHkCVz3qGL4wpsE,260507,2,1,4,0.819000,0.644,0.44700,0.0000684,0.1840,-11.071,0.0367,0.3560,105.699
26,1988,5CdX4HXMRxyldTVxXDrzSA,219533,4,1,4,0.092900,0.635,0.39500,0.0000000,0.2700,-13.005,0.0266,0.3340,117.096
27,1988,72hcFp4tYkd3dbNA9dZ3Pv,316707,9,1,4,0.048000,0.555,0.97300,0.0000000,0.0853,-3.804,0.0350,0.8050,118.642
28,1988,3v8vsQfMQio7ohYqFrEsaZ,333507,4,1,4,0.055700,0.661,0.91100,0.0000057,0.3490,-6.571,0.0417,0.9190,117.147
29,1988,1cy5US2dffz6QGBAIzOGkq,263933,11,1,4,0.282000,0.598,0.28200,0.0000000,0.1050,-17.227,0.0256,0.3050,134.706
30,1988,08o75xMKmGrKny6GsXrNJW,218040,2,1,4,0.124000,0.630,0.68800,0.0000478,0.1580,-9.816,0.0266,0.8930,124.825
31,1988,3xkoUGbf11dLvsfIdgfmIp,429173,7,1,4,0.573000,0.871,0.49100,0.0086200,0.1200,-13.407,0.0392,0.7300,107.920
32,1988,756YOXmKh2iUnx33nAdfPf,228867,4,1,4,0.048500,0.712,0.89800,0.0000078,0.1480,-4.893,0.0336,0.9610,124.409
33,1988,1bQ6SZAR7xI0z6sIxK95KJ,234467,0,1,4,0.065800,0.430,0.63500,0.0018500,0.0981,-6.717,0.0374,0.1630,145.474
34,1988,3KNpBcOQVI92y1D7XvN7j9,240733,7,1,4,0.057500,0.412,0.74600,0.0000000,0.0791,-6.904,0.0362,0.4820,77.760
35,1988,4jh9olf0OKCokpzxSyLeJx,287600,1,0,4,0.403000,0.514,0.59000,0.0000000,0.1260,-6.405,0.0274,0.1730,130.167
36,1988,7mmhMfqs3knRMMlvnMPTHn,254293,9,1,4,0.129000,0.645,0.93300,0.0000103,0.0443,-6.955,0.0532,0.6950,142.615
37,1988,4YBIuDWPsVy9pXLCUBORZN,332333,8,1,4,0.655000,0.527,0.42900,0.0000000,0.0865,-12.431,0.0321,0.2770,97.893
38,1988,0kFM6t9htbB53Dg8frGDGh,241800,0,1,4,0.008190,0.468,0.74300,0.0000788,0.3690,-10.846,0.0326,0.6480,156.103
39,1988,5QRs63VVKNaqUjg6XSSckM,354640,9,1,4,0.238000,0.384,0.53500,0.0004500,0.0533,-9.939,0.0289,0.2320,132.445
40,1988,6TWYdlmZVmZYcJlQ82ff1K,278480,2,1,4,0.280000,0.608,0.83600,0.0000000,0.1790,-9.867,0.0467,0.5890,119.033
41,1988,0ZfM5XfJTtFPhOxAERRnNY,237320,2,1,4,0.053100,0.634,0.83800,0.0000083,0.0522,-5.363,0.0413,0.5410,95.011
42,1988,2bfXIY8f38PYFStQRDVEPS,313107,7,1,4,0.117000,0.786,0.70100,0.0000550,0.2110,-11.938,0.0330,0.8410,102.838
43,1988,4xnucvIktqiQowLjbUj9q5,228000,7,0,4,0.407000,0.730,0.90600,0.0000264,0.2880,-4.729,0.0412,0.9590,130.267
44,1988,50ZpPgU81payZxI2H7QXNM,280107,7,1,4,0.008900,0.534,0.95900,0.0000000,0.3470,-4.289,0.0379,0.7560,131.278
45,1988,1lbXEepatjRVjoG8pZMtdp,254453,0,1,4,0.139000,0.823,0.33800,0.0012900,0.5000,-15.899,0.0413,0.7850,120.473
46,1988,7JmPqImeW3kLoYVNBA9v11,309840,5,0,4,0.096700,0.605,0.85000,0.0000136,0.3670,-12.322,0.0388,0.7680,97.950
47,1988,2kgqupahrJpYB4r1poTXEY,180867,1,1,4,0.016000,0.799,0.49100,0.8430000,0.0940,-17.105,0.0891,0.5700,117.285
48,1988,4aYOQDyN2wTOlt2mRQ6zef,337400,10,0,4,0.050300,0.733,0.68900,0.0011500,0.0656,-13.001,0.0388,0.8880,111.695
49,1988,0iCaGZcjghUfh3PAIzPlyn,207533,5,1,4,0.013700,0.612,0.58500,0.0068000,0.0635,-11.931,0.0337,0.7990,149.200
50,1988,2QlPByrmEO9XciNBXCrawR,320733,0,1,4,0.070000,0.759,0.64500,0.0403000,0.0986,-13.352,0.0276,0.9540,117.254
51,1988,5jzDnEoTtwzvJfvVx52rDC,261907,1,1,4,0.191000,0.474,0.50300,0.0000029,0.3280,-9.921,0.0323,0.4360,180.048
52,1988,10YVwkKPhlLgivLOM54IyH,310960,1,1,4,0.009750,0.779,0.79700,0.0249000,0.1710,-7.081,0.0581,0.9600,115.244
53,1988,3oL9W9aHlMfCyd1dEBh87L,222693,5,0,4,0.596000,0.313,0.39800,0.0000348,0.0519,-10.889,0.0285,0.2360,145.973
54,1988,6CCYX0JVy5qYqUvWpCvHXh,241840,6,1,4,0.034400,0.721,0.76500,0.0000028,0.3220,-13.036,0.0345,0.9480,119.948
55,1988,3r0Rhl5Zdo9YjACZNsaBvN,238013,1,0,4,0.029000,0.655,0.47700,0.0002210,0.0518,-9.616,0.0421,0.6420,92.097
56,1988,0187LgdeJTJT1kw9YUfDQZ,254400,0,1,4,0.002960,0.713,0.56900,0.0000246,0.0729,-12.872,0.0298,0.6480,111.663
57,1988,2M9ro2krNb7nr7HSprkEgo,296800,4,0,4,0.313000,0.711,0.29200,0.0000000,0.1310,-15.523,0.0370,0.1940,103.951
58,1988,2rxePraWVAXyZRHVW1ICss,338933,2,1,4,0.097300,0.555,0.81700,0.0000198,0.1050,-6.264,0.0261,0.3960,99.340
59,1988,3zLZ7AVfbYuy0BnRWLafZg,225173,0,1,4,0.421000,0.711,0.62400,0.0000023,0.2710,-8.011,0.0800,0.7030,118.137
60,1988,7D5n2kpYH2WSqIyEO9MeXf,354400,6,1,4,0.711000,0.457,0.26600,0.0002610,0.1240,-14.465,0.0313,0.3720,120.459
61,1988,2Gd10PZnMktt3Cgo9s6yi0,275373,9,0,4,0.056200,0.660,0.88600,0.0013300,0.0329,-8.286,0.0353,0.9640,134.904
62,1988,4kRMsLX7bJqjIfK44qJ9h6,225333,10,1,4,0.247000,0.709,0.57100,0.0140000,0.1140,-13.250,0.0390,0.7790,124.739
63,1988,16flEBCtUF67V5yO0GxYWn,256560,6,1,4,0.120000,0.764,0.55100,0.0006560,0.2800,-11.980,0.0451,0.7460,90.775
64,1988,4urd42euwvihhC3j1G8Jt2,279053,4,1,4,0.024700,0.267,0.79300,0.0000000,0.0634,-7.120,0.0415,0.5260,174.118
65,1988,3D1KJDYzil6F41n99RFrRH,264867,9,1,4,0.540000,0.774,0.79700,0.0002430,0.0597,-14.784,0.0338,0.9640,125.153
66,1988,4D01oA1mGouaAT7fubvKRT,179360,8,1,4,0.000212,0.490,0.82700,0.0040600,0.1120,-9.481,0.0482,0.6260,108.577
67,1988,6G09JrmKdDAe29eSH8ZQmR,223407,1,1,4,0.043400,0.468,0.96900,0.0000000,0.3290,-3.400,0.1090,0.5040,129.171
68,1988,7ttAAvkXzs3IC1Qm3H1N3k,277973,7,1,4,0.537000,0.761,0.48000,0.0001510,0.0535,-14.141,0.0298,0.6890,124.163
69,1988,0YL8rCxASTV9uBE9Sur0Ag,294960,9,1,4,0.523000,0.632,0.35600,0.0000058,0.0961,-10.811,0.0309,0.1970,131.280
70,1988,40RrsR16maAWMtBX6iav7d,196440,6,1,4,0.087300,0.655,0.83000,0.0000474,0.2680,-12.111,0.0515,0.9460,118.031
71,1988,6lRkdG1HurVS72F9GoBeWJ,201867,9,0,4,0.070800,0.747,0.58600,0.0000800,0.0427,-10.119,0.0299,0.8930,164.718
72,1988,3G3lahQSMk4BHnap1i853u,232307,7,1,4,0.000374,0.825,0.39100,0.0018800,0.0608,-15.962,0.2020,0.3960,132.104
73,1988,3zwxnzanbTdJhsrR8JvT3j,244240,4,1,4,0.122000,0.549,0.78300,0.0664000,0.2900,-11.510,0.0286,0.8570,143.020
74,1988,1sCgHtOZFYWNbZ51xUOQaS,257733,5,1,4,0.176000,0.674,0.67600,0.0000000,0.0873,-10.397,0.0367,0.5610,123.614
74,1988,6qwTCkJ7red7bQsPxvgHaD,206187,2,1,4,0.338000,0.399,0.97100,0.0000190,0.3590,-5.076,0.0515,0.7720,118.015
76,1988,78IlMYdaAwoR4cTPqPgMax,239600,1,1,4,0.374000,0.347,0.59400,0.0000000,0.1450,-11.716,0.0324,0.1870,96.264
76,1988,32e7jb9ci1Pc122XKbK98m,218627,0,1,4,0.017700,0.747,0.85100,0.0000065,0.3370,-6.732,0.0313,0.7680,122.120
78,1988,024t97fsjL7a2cxUlVsStn,252360,0,1,4,0.070100,0.517,0.76400,0.0000028,0.2210,-6.649,0.0282,0.2460,88.142
78,1988,37zpChlZkoFuScXLoiu0WE,195640,9,1,4,0.136000,0.607,0.75300,0.0085600,0.0659,-10.721,0.0326,0.9360,144.637
80,1988,1ySU5eDCMIV2ttnsniySm5,304467,9,0,4,0.010100,0.705,0.70900,0.1670000,0.3300,-12.083,0.0569,0.7900,118.415
80,1988,4AiVt49hSjkkArFOIlAZhL,300467,10,1,4,0.157000,0.706,0.86100,0.0000013,0.2560,-5.774,0.0411,0.8870,99.992
82,1988,5Pm6zNr7i5606OzSc3vs4v,415333,0,1,4,0.223000,0.597,0.38100,0.0010800,0.0624,-17.251,0.0355,0.5560,171.983
83,1988,2mEk0VdrbDJ11DBC6Y92mh,265333,7,0,4,0.011300,0.619,0.75100,0.0000787,0.1230,-11.568,0.0417,0.5320,126.079
84,1988,6hHUiDe461VUoTHnsplRYs,297867,2,1,4,0.656000,0.630,0.67400,0.0000493,0.0577,-11.697,0.0834,0.5560,177.841
85,1988,3bceL3NJmM8sKwr5dyrKAz,347453,8,1,4,0.322000,0.623,0.72200,0.0000000,0.1590,-5.612,0.0321,0.6530,138.357
86,1988,6A1MJbqxcHvNcT0u9qMqEP,187200,2,1,4,0.074700,0.538,0.49700,0.0000016,0.0713,-12.068,0.0357,0.8900,168.065
87,1988,1cWilR7SC3qyfl6emCvYf0,218840,10,0,4,0.005590,0.639,0.75700,0.0509000,0.1340,-12.351,0.0496,0.6430,125.209
88,1988,5hRXW7bDPwj08jTI74N3gg,249840,5,1,4,0.083100,0.744,0.67000,0.0000000,0.1840,-5.305,0.0298,0.8560,119.706
89,1988,1prZ0pr6XoRCxcrC3MCL0M,222733,4,1,4,0.218000,0.690,0.54000,0.0065700,0.1150,-10.516,0.0317,0.7640,114.846
90,1988,5ZY7Gug850kv4heJcWZGHM,243280,2,1,4,0.021900,0.611,0.85300,0.0000000,0.6710,-4.983,0.0340,0.3760,135.558
91,1988,1F12mGFRXXwfgxspQ9vjjB,376173,2,1,4,0.067300,0.687,0.68200,0.0149000,0.1950,-14.139,0.0300,0.9450,120.004
92,1988,60iNCdO3iDf3YcMb63yPck,304533,2,1,4,0.241000,0.509,0.48100,0.0000000,0.0876,-9.140,0.0267,0.2880,72.121
93,1988,2bzJjECwYBuzIMm8Ht2Irh,243733,4,1,3,0.439000,0.264,0.36100,0.0000014,0.2220,-13.375,0.0282,0.4670,177.235
94,1988,3LFdvM7nIV8t02zyhYLvJo,309533,9,0,4,0.130000,0.584,0.41400,0.0006160,0.0640,-16.409,0.0289,0.5320,97.560
95,1988,6QhCg9QhK1nK9DWnc4ueYU,251000,0,1,4,0.150000,0.775,0.59400,0.0000000,0.1290,-12.616,0.0297,0.9110,110.758
96,1988,1iKVDnBTqmZErf96ldGrZe,210173,0,1,4,0.237000,0.614,0.62300,0.7260000,0.4520,-17.032,0.0775,0.9600,180.512
97,1988,1wrotXqRZZQ64d05quTCaO,251840,0,1,4,0.192000,0.565,0.71000,0.0005110,0.2070,-11.315,0.0344,0.8710,92.762
98,1988,1m8Bi4DPISDIpsr2aA9d2N,246040,0,1,4,0.241000,0.709,0.91700,0.0000282,0.0428,-5.878,0.0559,0.9380,118.099
99,1988,4AdoCnC04nbS761u8yuNaT,304427,7,0,4,0.087200,0.694,0.87400,0.0000160,0.3560,-9.495,0.0657,0.7810,121.091
100,1988,7AZoALrknj7D1slaR7BWYC,246627,0,1,4,0.156000,0.627,0.71200,0.0000015,0.4240,-12.371,0.0406,0.7180,97.921
1,1989,2u8MGAiS2hBVE7GZzTZLQI,229467,5,0,4,0.103000,0.688,0.85800,0.0001180,0.1470,-6.496,0.0348,0.6970,92.253
2,1989,7vvRkLPIvfjjmCIqNxBuEZ,228267,7,1,4,0.052500,0.817,0.48500,0.0002100,0.0391,-11.659,0.1430,0.6720,100.978
3,1989,4W4wYHtsrgDiivRASVOINL,321573,5,0,4,0.032500,0.715,0.81700,0.0000016,0.8510,-6.227,0.0532,0.8710,133.858
4,1989,5z3ZDMP02xF33yCvPFnct3,211973,11,1,4,0.657000,0.401,0.28500,0.0000113,0.1580,-11.005,0.0327,0.2670,130.465
5,1989,1Oz5bcZyzhiaEa3F06EiPY,225840,10,0,4,0.150000,0.834,0.87100,0.0721000,0.2870,-6.972,0.0821,0.8350,110.294
6,1989,5In7xBveNACCRX2uWNoPuW,253507,2,1,4,0.658000,0.487,0.42300,0.0000000,0.1090,-8.181,0.0243,0.3340,88.883
7,1989,0gljI0CtjpdZK6ecidfxto,263573,7,1,4,0.000507,0.943,0.68500,0.0000086,0.0604,-11.903,0.1880,0.8130,125.515
8,1989,4k0bXm9Q4RaTuYi09i4lKK,262618,10,0,4,0.107000,0.860,0.70500,0.0000089,0.1490,-12.514,0.0894,0.8540,134.395
9,1989,7pkWZL0kA26s754CwyK0SH,322933,0,1,4,0.028000,0.723,0.54100,0.0033900,0.1330,-14.021,0.0303,0.6070,131.675
10,1989,042pmCix7CPth3l3X28jl1,323000,7,1,4,0.528000,0.572,0.28400,0.0000000,0.0853,-14.453,0.0269,0.2440,74.968
11,1989,1TYt5etb427hvOod3EKJA5,247907,0,0,4,0.245000,0.727,0.81100,0.0000122,0.1920,-11.547,0.0385,0.8080,97.098
12,1989,1KU5EHSz04JhGg3rReGJ0N,287440,8,1,4,0.273000,0.754,0.36600,0.0000904,0.1060,-10.070,0.0312,0.4690,91.147
13,1989,21qnJAMtzC6S5SESuqQLEK,320307,10,0,4,0.014800,0.886,0.84400,0.0000044,0.0494,-9.224,0.0734,0.7150,124.602
14,1989,3XWgwgbWDI56mf1Wl3cLzb,342360,1,1,4,0.011300,0.708,0.62700,0.0000313,0.3380,-11.155,0.0614,0.7640,107.248
15,1989,1UHXwhhhyyikWEa3h79sNF,307200,4,0,4,0.003200,0.789,0.66700,0.0095700,0.0680,-11.867,0.0888,0.9330,108.285
16,1989,4LFwNJWoj74Yd71fIr1W8x,264333,0,1,4,0.800000,0.395,0.25200,0.0000000,0.1010,-13.589,0.0301,0.1260,177.679
17,1989,30tkVyBPF2ZGF2oBnaE6cE,349693,1,1,4,0.144000,0.753,0.94800,0.0096200,0.4390,-9.593,0.0580,0.4880,103.171
17,1989,0tKjVEJlX3IZ5L1rEJc5hh,257440,7,1,4,0.420000,0.495,0.60900,0.0000000,0.1870,-9.902,0.0339,0.3300,135.671
19,1989,3RMeOetCdXttthQK0clPuz,255667,10,1,4,0.191000,0.541,0.44000,0.0000000,0.1140,-12.206,0.0310,0.2320,140.273
20,1989,4ziqqoW1o3P5EhNqK6CPb1,291587,5,0,4,0.184000,0.656,0.88000,0.0060900,0.2720,-4.137,0.0287,0.8800,114.613
21,1989,6mYrhCAGWzTdF8QnKuchXM,239827,11,1,4,0.244000,0.654,0.56600,0.0000000,0.1230,-10.313,0.0268,0.5270,108.293
22,1989,0piPn2zyL4Yi60ml53qNXE,268293,1,1,4,0.329000,0.656,0.72700,0.0000068,0.1040,-10.557,0.1240,0.6520,100.526
23,1989,062mh4qAZyDV9dIQK70iu0,252427,6,0,4,0.027600,0.712,0.97100,0.0001220,0.3030,-8.676,0.0403,0.6780,115.194
24,1989,3P6fS71hWhZvOnnxQojJ0Z,258533,1,1,4,0.067800,0.966,0.50500,0.0000000,0.1970,-14.762,0.1110,0.8260,113.592
25,1989,5p4xF15jnsw1rfi55Gv1lU,255413,9,0,4,0.658000,0.579,0.69100,0.0092200,0.1820,-9.464,0.0286,0.7280,163.999
26,1989,6eozUVzr02EXMji1vuxgiP,247840,1,1,4,0.015200,0.708,0.68100,0.0000343,0.0373,-11.226,0.0422,0.8140,111.574
27,1989,3HLgjHYaEhKFvV4SSvI9Te,277600,1,1,4,0.201000,0.547,0.51300,0.0000000,0.0866,-7.006,0.0267,0.2000,73.214
28,1989,6PMDILZiYo4YzMBbE0dGK9,213000,7,1,4,0.460000,0.482,0.61300,0.0008560,0.1290,-7.462,0.0295,0.2380,144.460
29,1989,45IUBmZhA8633POyBGZkaL,211933,9,1,4,0.178000,0.531,0.83700,0.0000000,0.3000,-8.583,0.0431,0.8320,173.299
30,1989,4ReyTz0y3TGkX48wO3Llot,293653,4,0,4,0.022200,0.358,0.89300,0.0524000,0.1260,-7.486,0.1200,0.2620,174.238
31,1989,1co9HQhp1tMkH3OEkb3vXV,288763,9,1,4,0.639000,0.694,0.46700,0.0000161,0.0847,-14.437,0.0329,0.6300,142.132
32,1989,3Cx4yrFaX8CeHwBMReOWXI,287733,7,1,4,0.077100,0.712,0.96700,0.0000000,0.3560,-5.206,0.0470,0.8950,145.024
33,1989,5tVA6TkbaAH9QMITTQRrNv,256000,5,1,4,0.219000,0.630,0.44900,0.0000000,0.0622,-13.243,0.0252,0.6230,84.378
34,1989,2Sf6ryueL9oJ1eDE2HfIvJ,267067,9,0,4,0.057100,0.693,0.73300,0.0000011,0.2050,-11.365,0.0467,0.8990,100.191
34,1989,6AgDFWLbbAt2migXMbrhXT,275827,8,0,4,0.096600,0.733,0.56600,0.0000000,0.0740,-12.060,0.0390,0.7750,141.940
34,1989,2dEgwtRjYl6TJkIwjRwn6z,236867,6,1,4,0.115000,0.462,0.48800,0.0000000,0.1280,-11.143,0.0287,0.3300,145.789
37,1989,6vezarXrEyu0zN5WjJqGfg,303533,0,0,4,0.059600,0.650,0.71200,0.0006830,0.0997,-12.011,0.0355,0.7590,160.729
38,1989,2MOOJh1xUgND4rLjB6h4jY,337093,6,0,4,0.004180,0.790,0.72700,0.0001620,0.0628,-11.840,0.1050,0.6700,123.958
39,1989,6amZm52SfS7d6oCEu9NDMl,257827,10,1,4,0.005450,0.700,0.56900,0.2080000,0.1470,-13.991,0.0298,0.9240,118.829
40,1989,4ZpXHlV2vQVfPXUvbDSZ92,313693,0,1,4,0.006420,0.345,0.53100,0.0000073,0.1400,-12.708,0.0305,0.4900,176.302
41,1989,0qgrrDnUUhyxpxbBznUnzg,229960,1,0,4,0.002300,0.466,0.64800,0.0000149,0.1120,-11.101,0.0280,0.3050,90.435
42,1989,5NFbzd8K2VHwrydjKVetIv,249568,5,1,4,0.413000,0.547,0.35600,0.0000016,0.1280,-14.127,0.0244,0.4670,82.190
43,1989,5fqcIHU6DhQtFKVO5XSdQs,295133,9,1,4,0.044700,0.631,0.93800,0.0000079,0.3000,-5.573,0.0833,0.6820,134.916
44,1989,709ffFK4o4MtG1NKoLvOma,301373,4,0,4,0.153000,0.787,0.42000,0.1640000,0.1690,-14.320,0.0645,0.8380,161.247
45,1989,6XjGnmIM6rPdslUBUUphVL,283933,1,1,4,0.030500,0.807,0.94300,0.0003060,0.1620,-7.585,0.0480,0.7140,115.213
46,1989,47SOobTLWvyZpUfpmuUARJ,228267,5,1,4,0.377000,0.429,0.32600,0.0000000,0.1010,-12.703,0.0300,0.1850,77.849
47,1989,5YIF6HSOtHN9HdcE5IPzMe,248160,5,0,4,0.075500,0.988,0.63300,0.0000019,0.0668,-15.012,0.0888,0.9290,117.493
48,1989,5XcZRgJv3zMhTqCyESjQrF,270080,2,0,4,0.032700,0.280,0.90800,0.0000089,0.1800,-5.509,0.1090,0.2600,118.698
49,1989,0vbbwEUSkZf3oA1dLlIoFL,261440,7,1,4,0.002560,0.711,0.74000,0.0008720,0.0269,-8.438,0.0677,0.7530,109.161
50,1989,0ZUjPkZKjzRi6bgIuJovfY,235627,0,0,4,0.118000,0.399,0.70800,0.0000000,0.1790,-10.541,0.0387,0.6880,207.424
51,1989,4hbXvRJfgctBgz7PVBtWQu,283040,0,1,4,0.151000,0.692,0.91200,0.0002170,0.1320,-5.260,0.0353,0.8860,107.388
52,1989,3hK26G5cYhJ9KjcUy1aBRk,262480,5,1,4,0.082700,0.773,0.89300,0.0000023,0.0984,-4.768,0.0340,0.9710,121.370
53,1989,56y9EmjGAAejQ6QX9blIGI,286040,9,1,4,0.020100,0.348,0.44400,0.0000123,0.0639,-10.001,0.0288,0.2410,138.194
54,1989,51q3nDYWAqPY4hlgKEbP6j,330933,1,0,4,0.056100,0.631,0.93500,0.1520000,0.6340,-8.340,0.0587,0.6780,109.122
55,1989,3VxQqAkUs36X3MhjZm0CT4,324667,2,1,4,0.221000,0.582,0.52100,0.0000000,0.2100,-11.528,0.0249,0.4050,88.131
56,1989,6WTD4ZZx3jit6MY3hDDXcc,234280,2,1,4,0.633000,0.596,0.54600,0.0038100,0.0707,-6.251,0.0267,0.2550,131.123
57,1989,1akny2bg3n4bvx9B5YLcFo,288733,1,1,4,0.111000,0.535,0.63000,0.0002970,0.3000,-9.776,0.0280,0.4540,82.003
58,1989,2cG2bZy32qIxWVbFrobSQ1,317933,8,1,4,0.114000,0.540,0.64000,0.0006850,0.2450,-8.557,0.0251,0.5230,97.033
59,1989,4i3E8TCZc97xLu5pjVQnch,316360,8,1,4,0.299000,0.620,0.41600,0.0000540,0.0746,-13.048,0.0294,0.3710,116.552
