song_rank,release_year,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
97,1967,5Sx26i9lDxDHTOM5YvxVOt,172760,4,1,4,0.039500,0.750,0.38400,0.0000346,0.1210,-12.143,0.0537,0.8940,124.641
98,1967,7099kPjgThvaq1QiIFeAv8,195667,3,1,4,0.814000,0.367,0.36100,0.0002400,0.3160,-11.469,0.0274,0.3540,96.110
99,1967,1uiMXPkNhcpXSx7RlGFbQB,204613,8,1,4,0.888000,0.318,0.23400,0.0002610,0.1390,-12.279,0.0346,0.1670,94.881
100,1967,4ti7Us7isw8IRrVONcmKUA,151827,2,1,3,0.781000,0.431,0.44100,0.0000000,0.1350,-9.449,0.0308,0.5930,93.879
100,1967,2HcT0IGf27ov1w9ncWtij6,181307,0,1,4,0.386000,0.669,0.60500,0.0000000,0.6050,-7.283,0.0305,0.8850,136.801
1,1968,7uEcCGtM1FBBGIhPozhJjv,179613,7,1,4,0.256000,0.510,0.48800,0.0000000,0.1100,-10.304,0.0304,0.6490,125.683
2,1968,3zBhihYUHBmGd2bcQIobrF,163756,2,1,4,0.684000,0.769,0.36700,0.0000162,0.0810,-11.226,0.0312,0.5350,103.621
3,1968,2Qhvi6R73Zj3cpzRYzcAww,238733,7,1,4,0.674000,0.399,0.27800,0.0006940,0.2030,-13.122,0.0291,0.5970,93.189
4,1968,4rnbipV7XKv3knlvg9X9w3,155067,10,1,4,0.704000,0.802,0.67500,0.0000000,0.0631,-5.811,0.0424,0.9620,130.700
5,1968,4c4jJJoaiY21t2TyRZgdWS,271573,4,0,4,0.142000,0.640,0.65100,0.2800000,0.0341,-14.981,0.0517,0.8010,111.676
6,1968,6e5dOtgCiKkITJxtWSuLBE,152400,2,1,4,0.344000,0.666,0.46500,0.0000048,0.4970,-11.785,0.0307,0.7710,132.808
7,1968,7a3g7jILDCvADVN9NQIyYj,239733,1,1,4,0.858000,0.635,0.16700,0.0009990,0.2130,-12.998,0.0403,0.2460,83.768
8,1968,2DxX9x7Cmywikp14l1YUdk,166067,10,1,4,0.206000,0.790,0.34900,0.0000000,0.1680,-13.265,0.0650,0.6960,115.365
9,1968,1tjpccwiGZTMDfHr5VGCmT,162707,3,1,4,0.372000,0.566,0.44000,0.0000000,0.2550,-12.584,0.0523,0.7060,89.475
10,1968,4kP69y3GKHi9tXckfgp4bK,169800,6,1,4,0.195000,0.524,0.51900,0.0000000,0.5230,-11.903,0.0430,0.8470,110.121
11,1968,2cwjS2UkebBgXfQgUZvr4W,190507,6,1,4,0.564000,0.495,0.27100,0.0023700,0.0716,-17.492,0.0282,0.5550,95.284
12,1968,1MQWtVcs0PKsY4PA6ZvLiy,179427,7,1,4,0.016800,0.703,0.52900,0.0005730,0.9110,-11.112,0.1000,0.7720,128.057
13,1968,3Rhxe6P1im82NFVkt9X2qZ,187333,10,1,4,0.394000,0.635,0.39300,0.0000000,0.2550,-11.894,0.0428,0.4270,98.332
14,1968,7kDPwGDjxDBONlPpkc1p77,244973,9,1,4,0.332000,0.628,0.43900,0.0000135,0.0555,-10.728,0.1340,0.5070,127.589
15,1968,1s1RcqY9wVBCiRtazOUqpi,142547,0,1,4,0.703000,0.738,0.69500,0.0008730,0.1580,-8.108,0.0325,0.9650,131.341
16,1968,6n3WVi0pxFQuAjAQRPPryY,159080,4,1,4,0.797000,0.278,0.43200,0.0000000,0.7320,-9.181,0.0402,0.8380,208.007
17,1968,0spSRHFS4zF4Imvz9sJcfL,247267,7,1,4,0.315000,0.695,0.50300,0.0000247,0.2610,-9.313,0.0605,0.5420,96.818
18,1968,2v32CGfALncxmdlF4JbKZ4,159533,2,1,4,0.506000,0.548,0.51800,0.0000000,0.4350,-8.037,0.0288,0.6170,122.811
19,1968,63OFKbMaZSDZ4wtesuuq6f,210373,2,1,4,0.262000,0.438,0.71000,0.5370000,0.2210,-12.412,0.0919,0.5300,145.928
20,1968,6cVdoWiwNGbmE6tcpZ2GSc,174160,5,0,4,0.541000,0.439,0.88200,0.6710000,0.7930,-9.036,0.0870,0.3170,138.551
21,1968,5Rzxqve16s61lHAkSMFN8Y,213400,9,1,4,0.124000,0.758,0.50900,0.0001250,0.2780,-15.534,0.1150,0.5800,127.212
21,1968,7r3Hwig1mvtlVq0ZbJ09Wb,153298,1,1,4,0.299000,0.784,0.43300,0.0001600,0.0248,-9.100,0.0376,0.9170,113.491
23,1968,021O8Fvrww2EJB8220tgXo,218840,5,1,4,0.871000,0.230,0.27300,0.0000022,0.0590,-13.277,0.0352,0.0868,74.919
24,1968,3DrlHWCoFqHQYGwE8MWsuv,190707,2,1,4,0.022200,0.633,0.41800,0.0274000,0.0755,-13.156,0.0327,0.8220,116.426
25,1968,3lrSnngQqNWgvQmcFbCJCx,145507,3,1,4,0.471000,0.708,0.67000,0.0314000,0.0631,-8.142,0.0290,0.9400,117.149
26,1968,4QkvD53COA5qLA7rQ1Pa7D,140440,2,1,4,0.073100,0.568,0.75000,0.0000000,0.1210,-8.913,0.0466,0.4070,75.820
27,1968,7MUO4NG8cNjTEQlANYwmoU,156827,2,1,4,0.238000,0.596,0.52300,0.0000000,0.0771,-6.801,0.0248,0.4350,100.974
28,1968,3bWGaqVeYKMlLss40mPgNn,133200,11,0,4,0.029000,0.597,0.55400,0.0000000,0.0766,-14.144,0.0425,0.9630,117.835
29,1968,76OUhpuAQSQ2orR5TUeeRc,258733,3,0,4,0.253000,0.414,0.50100,0.0000000,0.3530,-9.105,0.0443,0.4520,95.837
30,1968,2oZmMp5M6L0Rh7G84Um2tF,168933,10,1,4,0.209000,0.761,0.60500,0.0000000,0.1350,-9.899,0.0498,0.9410,117.047
31,1968,5UgzlDrLBJj9qIjSXdU0Yj,185107,2,1,3,0.698000,0.321,0.33700,0.0011600,0.0721,-12.825,0.0427,0.3710,155.279
32,1968,3UPWHgwMFfpE7dIWubNIXr,152693,5,1,4,0.435000,0.903,0.55700,0.0002050,0.0598,-11.542,0.3350,0.8870,128.768
33,1968,7AL6qzIDHIX7pEUWrzNiIs,193467,0,1,4,0.003790,0.405,0.46300,0.0442000,0.3920,-16.167,0.0542,0.5420,79.451
34,1968,2P6Buc8kWRgShx7aHIadqu,157773,5,1,4,0.375000,0.666,0.57300,0.8310000,0.2360,-12.193,0.0292,0.9160,106.900
35,1968,5JaN7UNzRF91yL5cpFrOPF,163547,7,1,4,0.075800,0.696,0.65100,0.0000341,0.0819,-9.023,0.0321,0.9600,131.852
36,1968,3Cqr3l72XDpazdFiQQpFHh,165267,8,1,4,0.033800,0.648,0.63500,0.0000630,0.0372,-14.949,0.0336,0.8560,106.969
37,1968,0c2Gc3qrijvGkr0mZ8iKxq,174160,10,0,4,0.358000,0.818,0.36300,0.0000273,0.1170,-14.482,0.1630,0.8040,117.962
38,1968,4xCVHlmzEyIn1t4gXYsMaf,177440,0,1,4,0.036800,0.454,0.60000,0.0000037,0.2300,-6.324,0.0267,0.4780,83.364
39,1968,4yChgYDVcQrAgIEIErW27b,169893,1,1,4,0.273000,0.687,0.45000,0.0000000,0.0694,-10.379,0.0258,0.7520,99.832
40,1968,6oavqtFYgu0Zdpgesza6f4,373560,5,1,3,0.448000,0.385,0.25000,0.0000136,0.8410,-14.912,0.0286,0.3510,85.356
41,1968,2HqpKpJvMrckAP9CPZHF7U,323227,9,1,4,0.831000,0.575,0.19600,0.0002090,0.0558,-14.468,0.0393,0.2480,83.495
42,1968,2Cb2l4UoXynCHCeCYHRZN8,157893,9,1,4,0.776000,0.563,0.33100,0.0008460,0.1250,-9.681,0.0283,0.6080,105.761
43,1968,4DWFSrNnZXow1aB96gByho,151307,4,1,4,0.600000,0.630,0.62500,0.0000152,0.2400,-8.407,0.0375,0.8870,122.504
44,1968,4XYHEuDwsKuxSpiIylcMnB,144293,2,1,4,0.374000,0.400,0.45500,0.0000025,0.2460,-10.679,0.0338,0.5320,115.531
45,1968,1YIWYzMq84I46LmgX1vpye,179440,0,1,4,0.592000,0.658,0.65700,0.0000095,0.0800,-7.792,0.0482,0.8880,157.269
46,1968,3YGuismm9qnCaEfUkD8uQA,177973,3,1,4,0.212000,0.390,0.79300,0.0051100,0.1750,-8.887,0.0545,0.8890,200.297
47,1968,3Xls4cNOwy01dtrNXb1inG,303200,2,0,4,0.230000,0.547,0.58000,0.0087700,0.0569,-13.415,0.0293,0.5050,109.827
48,1968,7j1ABZOylWUPUIZTt5x6AL,196200,0,0,4,0.762000,0.315,0.35600,0.0000017,0.0671,-11.131,0.0407,0.4910,181.588
49,1968,0SmI8EB25nrjJO8oj05iKo,164427,8,0,4,0.266000,0.709,0.37600,0.0000000,0.0473,-15.648,0.0350,0.9610,118.325
50,1968,36CKza28wMxYdjdzji7ine,188307,7,1,4,0.174000,0.315,0.45600,0.0000098,0.1450,-8.796,0.0293,0.4240,145.362
51,1968,2SS3WeSe24ZqTlTSK4KzQZ,163907,8,1,4,0.027100,0.560,0.82700,0.0028500,0.0551,-4.157,0.0306,0.9040,84.383
52,1968,2tuWxZctCHB4ETgPE8rb34,205720,10,1,4,0.155000,0.662,0.52700,0.0000000,0.2740,-9.088,0.0418,0.4030,126.055
53,1968,50t8gshcAtXiUdk7nHfYDp,215160,9,1,4,0.228000,0.330,0.69300,0.0000300,0.2740,-8.395,0.1620,0.5920,174.377
53,1968,2tr5FpklBfRPajrgS8rmHY,189160,5,1,4,0.721000,0.261,0.48600,0.0004170,0.1380,-10.136,0.0307,0.4510,101.334
55,1968,3NfxSdJnVdon1axzloJgba,216773,9,1,4,0.480000,0.590,0.35500,0.0000000,0.0585,-14.051,0.0352,0.4990,133.030
56,1968,1U5EmlMCfuJB5xyS4tyTg4,197253,2,1,4,0.855000,0.601,0.35100,0.0002780,0.1490,-10.904,0.0274,0.6070,103.305
57,1968,4yQw7FR9lcvL6RHtegbJBh,139733,6,1,4,0.249000,0.687,0.63000,0.0000000,0.2210,-10.817,0.0389,0.9260,110.051
57,1968,1xKQbqQtQWrtQS47fUJBtl,253333,4,1,4,0.263000,0.443,0.72700,0.0001410,0.1690,-7.951,0.1450,0.5660,160.820
59,1968,3J0tOqhh6tQJJty0diKeW2,207333,0,1,4,0.139000,0.489,0.76200,0.0004050,0.0819,-3.947,0.0321,0.6340,134.504
60,1968,6uu9g2xpWSPda9SFPvrAmO,143133,7,1,4,0.710000,0.700,0.90300,0.0000026,0.2300,-11.680,0.1200,0.8530,150.224
61,1968,1BmVQ5RGqqtF5cnsv6cQYu,180253,5,1,4,0.567000,0.515,0.64100,0.0642000,0.3220,-5.573,0.0272,0.6550,109.556
62,1968,5JrQKxv9LZevWZ0Fi4KQUC,145307,7,1,4,0.489000,0.552,0.76400,0.0009780,0.3470,-10.439,0.0462,0.7830,100.231
63,1968,5uKicxW4RaLDnFsDTbhW8s,171000,7,1,4,0.088300,0.584,0.62000,0.0000017,0.1870,-7.681,0.0513,0.8570,143.561
64,1968,5eQL5AQ3iNI4Hqq6TqZ2xd,215440,9,1,4,0.165000,0.320,0.77800,0.0002680,0.4180,-10.477,0.0521,0.7200,152.308
65,1968,0bnCQbMzi1aPhG2i1XnVO4,107224,8,1,4,0.565000,0.761,0.40400,0.0000000,0.8480,-14.037,0.0494,0.9690,120.411
66,1968,27hhIs2fp6w06N5zx4Eaa5,194427,7,1,4,0.791000,0.413,0.31300,0.0000015,0.0727,-13.138,0.0519,0.3490,92.515
67,1968,3lBEmzljJyCXx0aK94ALK7,181840,9,1,4,0.009890,0.342,0.89900,0.0003290,0.0503,-3.752,0.1690,0.8470,184.724
68,1968,6eFgjBTF91pOZTQ8t7xBHv,144000,5,1,4,0.212000,0.676,0.78400,0.0028800,0.2580,-6.599,0.0334,0.9370,119.812
69,1968,07PIhdmyYIw8dMeDMsx9FU,198453,2,1,4,0.151000,0.360,0.29800,0.0000027,0.3400,-10.468,0.0275,0.2660,79.550
70,1968,4a9cvUCsCIpjwsdanrWl5t,137093,7,0,4,0.289000,0.726,0.51700,0.0000000,0.1840,-12.548,0.0523,0.9150,112.942
71,1968,63UCz2y3eAmYkkuKZ9WnsT,233173,5,1,4,0.630000,0.657,0.56200,0.0000069,0.0748,-11.226,0.0609,0.8870,145.326
72,1968,1CmylxKewaz3wVVgYcPzmb,155893,7,0,4,0.162000,0.674,0.46500,0.0004900,0.1790,-9.997,0.0519,0.6750,127.274
73,1968,1puwYWRSG7g0d8ChPmOV6t,143013,4,1,4,0.643000,0.584,0.76100,0.0007760,0.0790,-10.087,0.0414,0.9130,138.143
74,1968,3BlKmOLN4e6DP4fG9pGt48,215307,9,0,4,0.146000,0.326,0.66700,0.0000000,0.0874,-14.474,0.0879,0.7620,171.453
75,1968,3IVgZoEiWpv2FKgWpmdPeL,214067,0,1,4,0.237000,0.665,0.41700,0.0000000,0.0686,-13.083,0.0676,0.7260,101.698
76,1968,5K09WxKdlkroDyEVyOSySy,166973,0,1,3,0.213000,0.650,0.32300,0.0000000,0.1870,-8.698,0.0283,0.2760,110.962
77,1968,5U1GMgbXXM5eLvKUDnvqNS,157693,10,1,4,0.812000,0.709,0.50000,0.0000019,0.0915,-8.590,0.0488,0.9730,73.359
78,1968,7tmxs6OLPktPdNVrJgKWEN,156572,3,1,4,0.547000,0.558,0.45900,0.0000000,0.0490,-9.562,0.0383,0.5660,83.255
79,1968,7ppPgpUdNPbHhuqYwN2SXu,172813,3,0,4,0.056100,0.451,0.65400,0.0000000,0.5050,-7.693,0.0477,0.5230,81.187
80,1968,1yELQzyvh7ZnYsQfmSaDwf,234973,7,1,4,0.391000,0.518,0.48100,0.0000423,0.0727,-11.446,0.0309,0.6780,119.155
81,1968,3UiGJ3ACcirCKtKhYcrQQR,198600,7,1,4,0.429000,0.541,0.33400,0.0000174,0.5070,-12.667,0.0283,0.5960,110.025
82,1968,1qCQTy0fTXerET4x8VHyr9,137520,5,1,3,0.792000,0.399,0.25800,0.0000019,0.1280,-16.028,0.0330,0.1920,108.174
83,1968,2GB8OypbvrvCee61FKx5dp,137480,2,0,4,0.139000,0.497,0.59000,0.0000071,0.3780,-11.203,0.0296,0.9690,142.027
84,1968,6LZDnRzPqD3AlZah0932Si,140160,9,1,3,0.309000,0.384,0.39700,0.0000000,0.1380,-9.121,0.0297,0.2930,108.440
85,1968,1vrJWHhhDQ5JcB9xtF2VMq,166360,7,0,4,0.208000,0.699,0.67000,0.0000000,0.0905,-10.307,0.0346,0.9270,135.997
86,1968,3kf3t1i8fwaeqg3V25RNjc,169013,9,1,4,0.308000,0.601,0.85400,0.0000000,0.0947,-5.837,0.0656,0.9360,141.395
87,1968,2aoo2jlRnM3A0NyLQqMN2f,240800,8,1,4,0.002550,0.438,0.80500,0.0000569,0.0842,-6.237,0.0624,0.5640,113.253
88,1968,1VArgLhKRCquTTRYLz4oGJ,180800,9,1,4,0.507000,0.405,0.26400,0.6870000,0.2080,-15.969,0.0265,0.2570,80.153
89,1968,0U1FiwpqJQXiD0BZ6qMMnx,140555,4,1,4,0.883000,0.629,0.48200,0.0032600,0.3750,-5.253,0.0263,0.5750,95.265
90,1968,0gFZitgVZGlCHVuxRZYBK5,182093,0,1,4,0.668000,0.646,0.60200,0.0000026,0.4160,-9.053,0.0273,0.8640,104.938
91,1968,4SNokZZ5vA7bIhQQeozv6i,182373,2,1,4,0.476000,0.502,0.66100,0.0000196,0.0296,-8.645,0.0400,0.8530,146.851
92,1968,6SKHCNr72Dzc52nXu7QPQQ,133813,4,0,4,0.018200,0.512,0.70400,0.0002820,0.6390,-9.344,0.0467,0.9200,147.305
92,1968,34AmZ4PMz9iNZVp9AMIGZj,137000,9,1,4,0.139000,0.609,0.52600,0.0000000,0.0946,-13.106,0.4300,0.9300,173.179
94,1968,6GGZSgEo4RDOzyXnkMFbvD,276627,4,0,4,0.718000,0.483,0.55300,0.0780000,0.2030,-11.604,0.0801,0.5850,80.029
95,1968,0b1NUCAYfEOuPx9nELBBfX,142293,4,0,4,0.428000,0.532,0.55300,0.0000013,0.2830,-11.609,0.0485,0.6490,84.581
96,1968,0jQ6JOVJqRb70yo1DFjeUC,168027,1,1,4,0.370000,0.557,0.57700,0.0001600,0.3270,-11.415,0.0325,0.7490,103.203
97,1968,47BXhho2amWg0EkaxwIhy8,184533,2,1,4,0.065400,0.476,0.68400,0.0000098,0.3060,-8.251,0.0364,0.4910,126.828
98,1968,6HSTfElZ4FjoYlKkEVj9y1,222307,10,1,4,0.253000,0.450,0.72400,0.0000219,0.6390,-7.169,0.0339,0.5630,108.739
99,1968,0oD2qdgeiFZK4Nw9mENHIW,175240,0,1,4,0.002000,0.221,0.30400,0.0001900,0.1130,-12.618,0.0305,0.1460,76.280
100,1968,1Vchex0xowRj9k59RLvRfo,110840,4,1,4,0.970000,0.588,0.16500,0.0001170,0.2060,-20.076,0.0498,0.6050,135.958
1,1969,5LxvwujISqiB8vpRYv887S,176333,8,1,4,0.305000,0.469,0.53800,0.0001200,0.3700,-13.559,0.0571,0.8860,196.605
2,1969,0SxFyA4FqmEQqZVuAlg8lf,260666,0,1,4,0.731000,0.311,0.02640,0.0020500,0.1560,-21.644,0.0370,0.1390,120.653
3,1969,6pN3ra1mEPtjFsdCvDDHW3,1292293,0,1,4,0.002830,0.413,0.86900,0.5290000,0.8270,-5.843,0.0442,0.6500,127.382
4,1969,6aL6pPBaTMGgM558mplSnj,174933,5,0,4,0.560000,0.682,0.68800,0.0000000,0.3950,-12.853,0.1050,0.7110,108.828
5,1969,79Yk6AlSKi5dxDFINID2hS,211667,1,1,4,0.144000,0.681,0.53800,0.0000033,0.0563,-12.402,0.0325,0.8280,107.065
6,1969,0XXjBRi5sNWojqxmYJGiA2,403640,6,0,4,0.014000,0.745,0.83500,0.1130000,0.1390,-10.961,0.0346,0.9360,113.897
7,1969,5gUk26spbkbYgXmDTMbW3C,252280,4,1,3,0.809000,0.385,0.33900,0.0000000,0.3070,-10.413,0.0373,0.2780,117.449
8,1969,70V9otkdkxxiRjrdiHk6CO,164520,2,1,4,0.636000,0.582,0.50000,0.0000097,0.1340,-11.647,0.0459,0.9710,160.414
9,1969,1H5IfYyIIAlgDX8zguUzns,261280,7,1,4,0.042200,0.487,0.38200,0.0000047,0.4110,-10.889,0.0309,0.7140,116.557
10,1969,5tUEIByLWg1sYWajZ2x5zx,181787,10,1,4,0.466000,0.685,0.69600,0.0000000,0.1950,-8.137,0.0364,0.9600,126.019
11,1969,0hCB0YR03f6AmQaHbwWDe8,333893,9,1,4,0.048400,0.412,0.90200,0.1310000,0.4050,-11.600,0.4050,0.4220,89.740
12,1969,755QPhAgO1YSmbs8a9M9b9,174080,1,0,4,0.498000,0.595,0.85700,0.0000000,0.3550,-6.890,0.1630,0.7400,127.629
13,1969,6pxWv6GV35VGmcPf5dh6CH,187213,2,1,4,0.130000,0.699,0.64100,0.0002180,0.0601,-7.564,0.0289,0.7280,120.745
14,1969,20OFwXhEXf12DzwXmaV7fj,141600,2,1,4,0.058600,0.508,0.77400,0.0000049,0.0630,-5.973,0.0321,0.9420,178.946
15,1969,7vI2UMCyF56ZNDbVZmKiJ2,201867,5,1,3,0.634000,0.341,0.26300,0.0000000,0.1210,-12.011,0.0288,0.3770,150.170
16,1969,3SoLksUr3QzyMDLX0Cj5me,175909,0,1,4,0.504000,0.616,0.38100,0.0000000,0.2900,-11.528,0.0298,0.4880,89.766
17,1969,3z2ZSQZXaWAufdyv3xnuLe,176440,9,1,4,0.485000,0.556,0.72200,0.0003240,0.1420,-6.962,0.0331,0.7170,109.155
18,1969,1MI8aQJAoaYhIaVNz5giKB,216760,9,1,3,0.710000,0.408,0.31600,0.0000028,0.0840,-10.886,0.0292,0.3600,93.858
19,1969,5i57kxwmEA5sKDNp7XdQHe,180680,2,1,4,0.469000,0.511,0.51800,0.0011600,0.2670,-7.944,0.0280,0.7620,133.171
20,1969,11DjZQEZ69EXLo77HVj6yW,154120,9,1,4,0.031200,0.702,0.77200,0.0083700,0.0809,-9.677,0.0277,0.9730,141.694
20,1969,4BVE5tIIpYabZcYCbephNW,190253,1,1,4,0.405000,0.425,0.90300,0.0128000,0.1170,-4.801,0.0732,0.7690,108.748
22,1969,2cGOGVV115VFgJrF3QTO20,138560,1,1,4,0.438000,0.666,0.38600,0.0000023,0.0519,-14.184,0.0272,0.9390,102.423
23,1969,4YMQXzscifAREG0a7KNGhB,196467,2,0,4,0.676000,0.489,0.34900,0.0789000,0.0866,-14.295,0.0323,0.6220,124.348
24,1969,5ZoDwIP1ntHwciLjydJ8X2,173307,6,1,4,0.228000,0.574,0.50700,0.0000046,0.2790,-11.343,0.0258,0.5140,101.085
25,1969,0l9RGwc48deJ6j61KXAAvs,185293,6,1,4,0.031100,0.604,0.35700,0.0000000,0.0927,-11.419,0.0269,0.6380,100.721
26,1969,7KWoeBqSdZHEloYKVxssfG,167413,10,1,4,0.716000,0.404,0.26600,0.1330000,0.1070,-16.688,0.0334,0.4910,88.916
27,1969,5xMNjx7uqCzMpJZSo4Wq55,233813,10,1,4,0.770000,0.630,0.48900,0.0000000,0.3810,-12.144,0.1800,0.7960,101.876
27,1969,69gTnRx9jt23FdlaHlg2Sn,191000,7,1,4,0.718000,0.601,0.39400,0.0018200,0.7050,-16.106,0.0721,0.8240,130.549
29,1969,4uYwlMp841PLJmj1gJJwIq,197093,11,0,4,0.356000,0.520,0.17900,0.0034400,0.1310,-21.976,0.0454,0.4070,155.746
30,1969,0zyyaMpWRZNSx2GqAMFKX3,177733,1,0,4,0.314000,0.545,0.66900,0.0000000,0.0553,-6.239,0.0456,0.8860,102.041
31,1969,0kcEK7YuNNfE7jiTnXS1cm,302640,0,1,4,0.177000,0.326,0.31300,0.0005690,0.0828,-16.170,0.0348,0.3440,76.785
32,1969,5tmrnhMxx39jnu3kjopMdP,238267,5,1,4,0.220000,0.704,0.52800,0.3500000,0.1400,-13.382,0.0358,0.7300,117.472
33,1969,0vstoapfzoOlqD8zurG2uJ,198213,1,1,4,0.059500,0.814,0.83600,0.0000149,0.2240,-7.376,0.0607,0.9640,124.567
34,1969,1nSZe7ly7kCTcNBkTzV40y,162151,2,1,4,0.036800,0.625,0.47200,0.0000000,0.1480,-11.180,0.0387,0.6170,109.302
35,1969,6nQk9zPytXbYRB0RKqX8i9,230160,5,1,4,0.530000,0.674,0.80400,0.0000000,0.1310,-7.242,0.0427,0.9610,130.630
36,1969,4qlk1U68B90hEi37NvCJRK,190080,5,0,4,0.530000,0.531,0.67400,0.0000946,0.0368,-7.312,0.0383,0.8690,115.087
37,1969,0I1M0ETI5gHAHe2dwrdrlm,207227,2,1,4,0.769000,0.382,0.77000,0.3040000,0.6060,-5.899,0.0329,0.7930,95.871
38,1969,691Wr3tOjDqic3OTPLouX3,145311,9,1,4,0.019100,0.606,0.85200,0.0000000,0.0567,-3.766,0.0514,0.8680,130.804
39,1969,3UUwbJd2j4RORlalTUhaDk,113893,9,1,4,0.265000,0.518,0.78200,0.6540000,0.0769,-9.753,0.0631,0.8610,163.642
39,1969,6ek9SiEj5a65WIs2EV7qiM,148053,4,1,4,0.538000,0.404,0.43000,0.0000000,0.0802,-12.327,0.2240,0.6410,180.061
41,1969,0jtz7Ia3HahOqXWnKad0rn,223533,9,1,4,0.303000,0.783,0.54300,0.0159000,0.0892,-11.565,0.0412,0.8330,132.035
42,1969,51ePCpO1xUeHYhvgT67YPX,222173,10,0,4,0.170000,0.738,0.46500,0.0000053,0.0747,-10.720,0.0323,0.9010,110.643
43,1969,3ouh6oB7IGqP2HVFCVFpLj,160280,8,1,4,0.496000,0.690,0.50600,0.0030400,0.0883,-12.531,0.0556,0.8480,98.781
44,1969,22SrTL8jqjS2X9ZZpq8MWq,142867,1,1,4,0.372000,0.660,0.44900,0.0000000,0.6010,-11.828,0.0295,0.7640,96.638
45,1969,2h7A00Xc3UHDyGSLpKnBxa,202360,5,0,4,0.067800,0.340,0.56100,0.0047900,0.0946,-8.927,0.0294,0.6530,175.748
46,1969,4yPl1mK1oluIrCwI4HInPR,147760,9,1,4,0.195000,0.749,0.53000,0.0000353,0.0748,-12.940,0.0326,0.9660,121.395
47,1969,20uuYKrBuh81J8T9fkm2sC,123867,2,1,4,0.235000,0.846,0.34600,0.0038100,0.1130,-13.791,0.0541,0.7460,137.642
48,1969,4lx9cSi7J6uM4nNFQVjTx0,200600,2,1,4,0.819000,0.303,0.32000,0.0000041,0.0931,-13.367,0.0295,0.2320,91.991
49,1969,09VbZ87CD4kGyQ9QBrnziC,212773,5,1,4,0.005760,0.565,0.66800,0.0000000,0.0315,-9.338,0.0429,0.7990,110.161
50,1969,39S2xu12I1IwMVqSvoORSh,211862,8,1,4,0.575000,0.428,0.43200,0.0093300,0.0888,-11.580,0.0288,0.8080,135.142
51,1969,4qpIk2rvkmxJEVvt38tepd,322360,9,1,4,0.123000,0.613,0.84400,0.7610000,0.3080,-10.147,0.0553,0.5190,102.773
52,1969,4FtNl9Y6iNY96jknEQ7sXu,165753,2,1,4,0.715000,0.552,0.65900,0.0000000,0.7890,-8.883,0.0391,0.8410,122.712
53,1969,28tgHkgZoBWHsmbzmI41Yt,200400,6,1,4,0.196000,0.553,0.51900,0.0004350,0.0562,-7.645,0.0646,0.5710,87.152
54,1969,21EShKgohKW5FIU6G08yXN,270915,0,1,4,0.209000,0.520,0.53600,0.0000000,0.4220,-9.955,0.0285,0.7350,106.327
55,1969,6LbbHFEajG9e4m0G3L47c4,180943,2,1,4,0.019200,0.543,0.71500,0.0000000,0.2560,-8.890,0.0356,0.4680,124.011
56,1969,2ev5cqhY4qE0ekhbjiOPvQ,286267,2,1,4,0.301000,0.188,0.48500,0.0000743,0.1480,-8.362,0.0319,0.3980,82.189
57,1969,3uQyGzJkoJ4N0rBVuCCuOB,194773,2,1,4,0.276000,0.255,0.74600,0.0000756,0.3000,-7.218,0.0473,0.5830,96.171
58,1969,1YlljwJpROgtCkyZff54Mo,164093,0,1,4,0.634000,0.520,0.60800,0.0002340,0.2960,-9.577,0.0832,0.8480,177.348
59,1969,1aMprzGYfTyP5DN4jM5NBZ,181587,1,1,4,0.563000,0.701,0.72100,0.0000000,0.3990,-11.209,0.0416,0.9620,109.100
60,1969,7AJrMscLkjpQ2p5XlWwFwO,165400,1,1,3,0.437000,0.437,0.50100,0.0001940,0.1120,-7.768,0.0296,0.8730,160.759
61,1969,1HLi7j0ENx5KiBeOZPW8xA,156373,2,1,4,0.466000,0.563,0.56400,0.0000057,0.1360,-9.420,0.0273,0.7130,88.757
62,1969,0Hn2czXxRzvTHPshSNpXgT,217973,7,1,4,0.232000,0.325,0.56200,0.0001630,0.1380,-6.099,0.0489,0.3780,168.935
63,1969,2p2N5jnS43eOAcrsZLS8Ur,179493,11,0,4,0.787000,0.619,0.65200,0.0005570,0.1130,-11.683,0.0385,0.7630,108.486
64,1969,0QBZTXAeOK6YEWJt8AgheA,157373,10,1,4,0.335000,0.516,0.63400,0.0000000,0.1040,-9.598,0.0760,0.8380,87.975
65,1969,1qV0GVjcWR5W9DtNasKlHa,133389,9,1,4,0.195000,0.780,0.62700,0.5630000,0.1040,-10.372,0.0455,0.9350,115.271
66,1969,0vhCcrN8ULryq1KuEEYlm2,146373,3,1,4,0.609000,0.725,0.57700,0.0011200,0.2420,-6.487,0.0336,0.8260,117.691
67,1969,1b63ryTONnLSP14Oytqp6p,164240,8,1,4,0.000168,0.489,0.93600,0.0002630,0.1490,-4.909,0.0533,0.8220,111.845
68,1969,1dIChAQ6MLzIsXWl6vWAqX,195720,0,1,4,0.427000,0.411,0.37400,0.0000101,0.1540,-14.028,0.0282,0.5580,105.265
69,1969,0Qgn91ZestsloqP5er8LcD,196827,9,1,4,0.692000,0.617,0.17500,0.0000518,0.1170,-17.411,0.0325,0.4100,120.799
